y,x1,x2,x3,x4,x5,x6
5.691,1.000,1.127,0.285,1.182,1.001,0.356
9.165,0.605,1.126,0.260,1.011,1.088,0.336
11.295,0.533,1.543,0.284,1.260,1.466,0.358
10.345,0.658,1.421,0.276,1.159,1.173,0.314
9.256,0.532,1.320,0.253,1.295,1.025,0.339
10.697,0.495,1.384,0.292,1.257,1.321,0.317
9.110,0.803,1.617,0.359,1.263,1.534,0.340
8.941,0.734,1.205,0.295,1.263,1.532,0.345
8.830,0.822,1.433,0.275,1.383,1.611,0.341
10.821,0.586,1.811,0.350,1.350,1.574,0.344
11.098,0.492,1.921,0.409,1.563,1.803,0.322
10.363,0.572,1.271,0.204,0.632,1.208,0.328
11.001,0.485,1.062,0.263,1.326,1.000,0.333
9.107,0.828,1.813,0.349,1.023,1.610,0.346
10.480,0.645,0.136,0.278,1.338,1.507,0.326
10.752,0.575,1.947,0.364,1.580,1.508,0.346
10.608,0.468,1.826,0.367,1.436,1.531,0.324
10.389,0.449,1.751,0.331,1.576,1.440,0.336
9.793,0.785,1.713,0.403,1.180,1.826,0.357
10.831,0.446,1.816,0.262,1.090,1.324,0.345
12.074,0.428,1.738,0.284,1.339,1.705,0.321
9.001,0.703,1.550,0.278,1.278,1.151,0.372
10.505,0.515,1.719,0.299,1.161,1.357,0.373
9.076,0.687,1.693,0.322,1.034,1.706,0.366
9.309,0.777,1.921,0.449,1.802,1.753,0.371
10.836,0.537,1.788,0.314,1.293,1.467,0.349
10.675,0.497,1.669,0.292,1.514,1.305,0.338
10.031,0.599,1.784,0.287,1.082,1.505,0.369
10.010,0.537,1.892,0.317,1.267,1.346,0.336
11.261,0.471,1.474,0.264,1.315,1.475,0.360
9.553,0.746,1.716,0.339,1.432,1.678,0.338
9.857,0.514,1.601,0.298,1.536,1.256,0.372
9.265,0.512,1.070,0.274,1.418,1.071,0.358
11.321,0.523,1.564,0.329,1.250,1.817,0.371
10.691,0.463,1.223,0.280,1.813,1.425,0.343
10.956,0.546,1.164,0.288,1.394,1.631,0.370
10.225,0.517,1.713,0.316,1.199,1.584,0.340
10.675,0.557,2.113,0.320,1.458,1.674,0.356
10.857,0.566,1.950,0.385,1.412,2.249,0.385
9.782,0.546,2.023,0.347,1.180,1.526,0.359
10.655,0.602,1.835,0.346,1.759,1.907,0.356
10.279,0.519,1.245,0.265,1.245,1.292,0.367
9.930,0.558,1.473,0.296,1.288,1.392,0.358
9.241,0.684,1.477,0.329,1.591,1.904,0.399
9.200,0.602,2.050,0.364,1.174,1.681,0.372
11.314,0.431,2.089,0.363,1.629,1.679,0.374
11.367,0.448,1.905,0.307,1.895,1.493,0.322
9.479,0.570,1.766,0.411,1.617,2.002,0.334
11.130,0.447,1.352,0.299,1.599,1.416,0.347
10.633,0.682,1.369,0.327,1.386,2.090,0.342
9.794,0.535,1.425,0.281,1.178,1.561,0.363
10.116,0.489,1.916,0.356,1.550,1.554,0.377
11.491,0.502,1.408,0.327,1.707,1.927,0.366
10.737,0.547,2.024,0.290,1.735,1.740,0.356
10.584,0.574,2.040,0.304,1.322,1.999,0.406
10.073,0.521,1.793,0.271,1.108,1.721,0.389
11.458,0.460,2.170,0.375,1.831,2.018,0.384
11.315,0.424,1.543,0.284,1.383,1.668,0.355
10.273,0.577,2.358,0.456,1.828,1.998,0.408
11.763,0.483,1.529,0.295,1.459,1.961,0.360
12.383,0.386,1.664,0.356,1.444,1.879,0.367
10.358,0.538,1.930,0.382,2.151,2.128,0.383
11.050,0.405,2.327,0.375,1.786,1.615,0.370
11.872,0.383,1.469,0.331,1.672,1.692,0.351
12.375,0.391,1.896,0.338,1.232,2.180,0.333
11.328,0.561,2.261,0.313,1.050,2.034,0.384
6.772,0.657,2.075,0.379,1.684,2.058,0.389
10.782,0.457,1.883,0.285,1.293,1.790,0.356
10.962,0.478,1.923,0.335,1.194,1.894,0.382
10.907,0.503,2.117,0.339,1.498,1.788,0.391
11.057,0.482,1.977,0.410,1.687,1.638,0.356
10.435,0.456,1.885,0.415,1.556,2.066,0.381
12.402,0.428,2.117,0.351,1.660,1.782,0.400
11.168,0.411,2.150,0.377,1.522,1.993,0.396
10.788,0.385,2.443,0.320,1.476,1.586,0.412
11.456,0.525,1.899,0.355,1.679,2.051,0.433
12.117,0.369,2.019,0.330,1.431,2.077,0.358
11.209,0.373,1.995,0.363,1.702,2.064,0.404
11.872,0.444,2.344,0.349,1.322,2.038,0.418
12.503,0.462,1.977,0.298,1.019,1.981,0.412
10.472,0.499,1.966,0.305,1.407,2.212,0.405
11.145,0.449,2.525,0.380,1.264,1.972,0.414
11.496,0.423,2.112,0.339,1.433,1.961,0.379
12.036,0.440,1.956,0.339,1.457,2.107,0.385
12.763,0.399,2.546,0.438,1.531,2.302,0.394
13.269,0.370,1.963,0.319,1.424,1.851,0.414
11.805,0.454,2.337,0.349,1.985,2.115,0.366
11.767,0.437,1.945,0.314,1.215,1.708,0.372
12.025,0.415,2.070,0.418,2.061,2.228,0.406
12.949,0.366,2.159,0.367,1.774,1.790,0.390
11.673,0.390,2.000,0.373,1.681,1.878,0.390
11.985,0.412,2.177,0.288,1.406,1.593,0.438
13.378,0.370,2.392,0.321,1.519,2.049,0.396
11.085,0.546,2.352,0.540,2.149,2.510,0.381
12.908,0.353,2.559,0.340,1.690,1.718,0.441
12.763,0.349,1.955,0.274,1.626,1.921,0.410
11.813,0.426,2.490,0.378,1.861,2.101,0.402
11.569,0.426,1.624,0.325,1.358,2.047,0.376
11.735,0.543,2.002,0.362,1.653,2.285,0.417
12.199,0.431,2.486,0.356,1.652,1.753,0.460
13.674,0.424,2.473,0.375,1.559,2.466,0.435
13.396,0.408,2.436,0.397,1.456,2.393,0.473
13.337,0.444,2.181,0.378,1.855,2.311,0.378
11.636,0.441,2.493,0.388,1.540,2.119,0.416
11.662,0.482,2.226,0.348,1.759,2.276,0.433
13.814,0.343,2.038,0.331,1.707,2.203,0.398
11.535,0.422,2.329,0.344,1.306,2.026,0.397
13.106,0.395,2.554,0.453,1.715,2.510,0.418
13.039,0.432,2.086,0.354,1.781,2.418,0.406
11.803,0.433,2.326,0.460,1.560,2.442,0.399
12.530,0.438,2.674,0.367,1.992,2.513,0.407
12.325,0.397,2.653,0.370,1.679,2.356,0.413
