y,x1,x2,x3,x4,x5,x6
-192548753301.012,1.297,-31.812,49.764,5.945,3.660,3.622
10252016.290,1.518,3.164,17.667,5.769,4.563,3.733
-189371103891.379,1.295,4.947,73.817,3.522,3.649,2.718
13485973.466,1.653,5.493,55.266,12.443,5.224,4.455
10933770.651,1.429,8.166,53.572,8.370,4.174,4.850
6287182.799,1.602,6.792,24.206,15.184,4.965,2.724
6691194.457,1.725,5.940,43.143,7.722,5.611,3.489
3212348.432,1.552,5.345,31.583,6.451,4.722,3.395
8849360.217,1.000,2.784,65.017,-23.078,-27.394,5.735
5026721.628,1.028,2.900,17.878,3.237,2.795,5.201
57083393.376,1.386,5.345,61.524,6.771,3.998,5.808
11065026.258,1.232,5.835,47.280,5.785,3.427,6.814
7332585.642,1.870,5.128,53.519,16.807,6.485,3.528
20457849.813,1.333,3.698,21.021,5.439,3.791,6.712
9921870.156,1.302,5.784,43.072,10.950,3.676,7.037
3212784.395,1.211,5.836,22.675,2.931,3.357,4.128
20051539.119,1.471,5.820,22.965,9.253,4.356,4.903
43310560.126,1.636,3.464,20.936,10.510,5.134,4.359
3218553.970,1.288,6.423,73.730,4.245,3.627,4.075
15306588.305,1.363,5.466,38.198,4.023,3.907,5.215
6947040.871,1.054,3.625,23.660,4.204,2.870,5.184
-110112881103.973,1.525,6.588,78.869,6.433,4.593,3.420
44522091.389,1.572,4.676,38.978,12.161,4.815,6.405
6474435.297,1.105,3.308,101.373,3.092,3.018,7.749
22643576.156,1.782,9.370,20.212,13.825,5.944,4.687
10681320.664,1.626,4.036,38.110,16.905,5.083,3.347
10683690.981,1.292,6.823,14.418,8.243,3.640,5.210
3703057.334,1.948,7.557,36.035,10.279,7.013,3.159
2627659.317,1.224,4.472,75.417,2.893,3.402,3.610
5843354.527,2.179,4.969,35.947,13.406,8.833,3.907
21519232.251,1.255,5.920,15.053,4.284,3.507,4.764
5448334.580,1.506,5.865,34.245,3.810,4.507,4.168
79584157.334,1.208,7.757,36.869,4.776,3.348,7.356
5236045.249,1.647,8.506,28.837,19.186,5.194,4.347
12026302.311,1.583,9.268,77.418,3.708,4.867,4.269
12089761.631,1.622,4.911,16.013,10.997,5.066,6.792
31571251.043,2.050,10.197,36.296,18.518,7.765,3.282
37957246.189,1.298,4.229,17.469,4.587,3.661,7.278
26662192.447,1.567,4.588,61.799,12.400,4.791,9.767
38603588.544,1.388,4.639,77.536,3.444,4.006,8.727
27580113.762,1.769,6.523,36.031,6.263,5.867,6.478
65480344.301,1.993,4.464,20.829,12.664,7.338,6.380
10142871.359,1.714,4.057,41.154,6.159,5.550,6.523
11340484.407,1.822,8.150,28.269,11.372,6.183,5.221
17792425.478,1.546,5.423,11.241,9.444,4.694,7.378
23285188.701,1.932,8.482,79.238,6.854,6.906,4.548
71252402.933,2.207,8.831,14.728,24.176,9.088,4.374
39824990.186,2.054,8.210,44.763,16.370,7.800,7.419
6547557.420,1.762,6.683,25.027,10.514,5.825,4.408
26767598.819,1.377,8.765,21.813,3.661,3.964,6.925
47648805.255,2.030,8.499,49.181,6.606,7.617,5.467
10427974.018,1.799,6.046,48.532,7.735,6.046,4.108
9553207.635,1.401,5.062,16.424,7.122,4.061,5.548
66551955.969,1.983,4.580,35.162,13.900,7.264,6.048
36547167.342,1.687,8.701,53.800,4.193,5.402,5.746
23223725.937,1.779,12.098,37.769,7.816,5.925,4.474
46356599.974,2.067,9.439,32.848,12.478,7.901,5.572
18174203.535,2.008,7.520,29.040,16.103,7.452,7.054
