"y","x1","x2","x3","x4","x5","x6"
15.392,1.743,3.564,3.09,1.954,1.567,1.872
12.246,2.114,4.226,2.516,2.315,1.765,2
15.671,1.889,3.224,2.12,3.229,1.522,1.548
16.98,1.516,1.903,2.807,3.658,1.86,1.562
17.978,1.318,1.265,1.139,3.866,1.978,1.207
18.702,1.563,2.47,3.013,3.606,1.892,1.551
17.328,1.465,2.342,2.357,2.968,1.896,1.365
15.407,1.97,3.698,3.106,2.504,1.439,1.896
18.677,1.375,1.942,1.211,3.474,2.12,1.181
16.13,1.591,2.606,2.678,1.799,1.792,1.714
17.142,1.59,1.995,2.584,4.028,1.819,1.314
19.18,1.464,2.118,1.157,2.681,2.001,1.172
15.34,1.519,2.254,2.48,3.662,1.748,1.612
15.188,1.513,2.302,2.301,1.982,1.717,1.595
15.691,1.444,2.101,2.242,3.538,1.8,1.484
17.194,1.316,1.6,2.448,3.451,2.002,1.518
15.862,1.79,3.943,2.482,2.494,1.48,1.935
16.758,1.719,2.475,1.702,3.551,1.864,1.539
16.451,1.786,3.274,3.528,1.925,1.637,1.874
18.702,1.657,2.745,3.074,2.656,1.838,1.611
18.566,1.301,1.47,2.271,3.689,2.028,1.366
15.942,1.489,2.306,2.126,3.119,1.704,1.805
14.509,1.823,3.264,1.614,3.042,1.507,1.574
15.402,1.798,2.992,2.229,3.747,1.562,1.599
16.062,1.647,2.564,2.441,2.316,1.665,1.605
18.231,1.039,1.066,1.598,3.367,2.073,1.278
15.64,1.632,1.779,2.575,3.953,1.712,1.624
15.309,1.897,4.131,2.542,2.221,1.479,1.606
17.71,1.297,1.72,1.503,3.101,1.957,1.084
17.734,1.444,2.015,2.004,3.994,1.941,1.224
14.966,1.708,3.445,2.653,1.505,1.576,1.905
15.739,1.696,2.897,2.683,1.717,1.61,1.536
16.022,1.823,3.47,2.585,1.928,1.576,1.769
15.096,1.922,3.139,2.843,3.265,1.488,1.891
18.521,1.369,1.737,1.624,4.468,1.924,1.295
15.357,1.886,3.453,2.988,1.449,1.492,1.935
14.585,1.914,3.49,2.713,2.572,1.457,1.737
14.762,1.98,4.551,3.017,1.067,1.433,1.922
15.366,1.714,2.327,2.258,3.879,1.632,1.446
17.856,1.407,2.098,1.342,4.023,1.994,1.135
14.203,2.095,3.97,2.711,2.263,1.204,1.996
15.835,1.643,2.901,1.807,2.445,1.607,1.783
18,1,1.394,1.339,3.245,2.011,1.277
16.461,1.742,3.102,1.89,1.645,1.682,1.691
16.818,1.681,3.109,2.051,3.161,1.703,1.737
13.851,2.083,3.923,3.709,1.576,1.304,1.96
13.86,2.042,4.1,2.868,1.908,1.278,2.003
13.509,2.164,4.355,2.944,2.536,1.049,2.125
13.021,1.82,4.194,2.337,1.38,1.314,1.938
18.867,1.647,2.92,2.369,2.298,1.878,1.449
16.792,1.73,2.733,2.963,3.409,1.719,1.661
14.905,1.845,2.533,2.509,3.287,1.604,1.677
15.903,1.678,2.851,3.344,3.234,1.718,1.703
15.856,1.398,2.251,2.006,3.503,1.767,1.513
17.295,1.713,3.043,3.04,3.151,1.755,1.545
14.877,1.93,4.098,3.274,1.469,1.391,2.192
17.144,1.726,2.8,2.928,3.971,1.707,1.331
14.18,1.571,2.364,1.93,3.523,1.65,1.592
18.269,1.421,2.187,2.331,2.692,1.991,1.6
14.1,1.97,3.499,2.58,3.097,1.367,2.017
15.412,1.698,3.173,2.952,1.77,1.513,1.96
19.235,1.209,1.824,1.83,2.861,2.071,1.306
15.754,1.751,3.278,2.881,2.159,1.53,1.832
18.142,1.608,2.381,1.798,3.709,1.798,1.362
15.466,1.905,3.881,3.546,1.204,1.411,2.118
17.643,1.322,1.763,1.252,4.229,1.92,1.211
17.286,1.537,2.007,3.034,3.756,1.841,1.469
14.63,1.993,4.341,3.591,1.054,1.441,1.987
14.595,1.77,3.503,2.769,1.923,1.444,1.836
17.709,1.477,2.376,2.081,2.545,2.025,1.199
17.064,1.128,1.369,1.085,3.632,1.99,1.086
10.029,2.053,4.055,3.015,2.327,1.075,2.138
17.109,1.468,1.805,1.678,4.124,1.879,1.476
14.507,1.999,3.551,3.569,2.325,1.398,2.014
14.793,1.844,3.269,3.094,2.073,1.563,2.027
13.858,2.058,4.294,3.471,2.3,1.324,1.981
18.387,1.426,1.714,2.097,3.425,2.028,1.333
19.092,1.007,1.515,2.057,2.731,2.167,1.19
13.539,1.923,3.739,2.695,2.886,1.291,2.067
18.691,1.491,1.722,1.411,3.557,1.878,1.188
12.393,1.937,3.479,3.389,2.49,1.122,1.877
17.303,1.197,1.754,1.751,2.654,1.972,1.363
18.096,1.523,2.168,2.194,1.987,1.903,1.602
16.327,1.875,3.418,3.666,3.082,1.622,1.894
20.18,1.289,1.677,1.674,3.307,2.082,1.223
16.528,1.771,2.857,2.813,1.789,1.67,1.825
