"y","x1","x2","x3","x4","x5","x6"
26484886227594,2.973,3.289,3.922,27.108,1.796,8.502
1729110051325.06,2.351,2.669,3.185,25.862,2.352,9.602
7307403496314.74,3.242,3.175,3.178,31.386,2.015,10.581
97365681553.681,2.559,1.425,1.468,7.365,2.584,52.022
181060865720377,3.718,4.001,4.146,97.302,1.182,4.492
376121247055.366,2.49,2.663,3.327,15.312,2.051,10.513
37240318412.284,3.108,2.519,1.788,4.84,3.513,27.684
58450233825409.7,3.272,3.716,4.643,89.113,2.022,4.987
7006799628.618,2.095,1.667,2.089,3.751,3.622,54.001
6633727168266.33,2.136,2.34,3.693,39.68,3.07,15.302
86838407620.185,2.511,2.181,2.382,9.373,3.069,25.041
1747723214742.77,2.895,3.433,3.551,21.184,2.797,9.161
8801760908.6,1.676,1.69,2.095,4.454,3.367,37.747
345860841749.192,1.863,1.773,2.381,10.161,4.164,53.788
13709453114103.6,2.993,3.425,3.854,33.099,1.413,9.274
47679771520271.3,3.647,4.073,4.458,54.729,1.528,5.187
123504845469.842,2.868,2.619,2.365,11.335,1.992,16.769
32321541334.264,1.797,1.622,1.921,6.185,3.473,46.028
8404836363544.94,3.411,3.573,3.736,39.306,2.625,8.604
426760576877.444,2.548,3.237,3.689,25.154,1.792,7.198
644208849085.358,1.877,2.561,3.07,10.69,3.108,14.509
1171761276497097,4.232,4.076,4.237,114.432,1.853,5.38
2229190529136.67,2.633,2.977,3.555,17.579,3.834,22.001
170227467169.166,2.574,2.309,2.627,13.143,2.096,23.273
1116952979.3,1.328,1.285,1.644,3.308,3.196,60.784
204063584006.917,2.374,2.728,3.171,19.612,3.03,14.393
11310092937260.2,3.67,3.718,4.13,44.316,1.373,6.24
31710931956115.9,2.763,3.541,4.146,111.9,1.317,4.209
164242437384.719,3.262,2.25,1.822,6.493,3.391,35.425
120081509856.048,2.622,1.985,2.254,6.114,3.933,52.461
206829461070890,3.361,4.057,4.648,69.942,1.777,4.64
103759911030.722,2.001,2.139,2.16,5.901,2.963,33.088
16918495308109.8,3.13,3.306,3.928,40.131,3.12,11.446
4115932661269.98,3.682,3.593,3.169,25.031,2.018,7.975
49955778177.393,2.333,1.451,1.545,8.234,3.706,49.367
71972389808.016,1.949,1.873,2.307,16.002,2.38,20.936
69149029543816.1,3.067,3.732,4.269,44.481,2.549,6.345
49278258791.919,1.581,1.454,1.94,6.962,3.744,55.326
70994747134.321,2.256,2.528,2.848,14.945,1.836,11.107
8726962291.416,2.053,1.31,1.768,6.22,2.956,40.119
25222995743340.3,3.144,3.052,3.262,33.43,3.236,17.149
94068810690.903,2.31,2.061,2.339,8.034,4.078,42.17
33659763522.187,2.388,1.732,2.033,7.138,3.731,49.311
2189675891780.77,2.644,3.051,3.491,24.567,2.853,10.678
25674910951640.9,3.583,3.963,4.09,37.63,2.219,4.983
274773560396.449,2.022,1.978,3.114,18.406,3.178,20.382
219615645496.725,2.914,2.01,1.677,10.749,3.679,42.627
648478454260.077,2.788,2.16,2.906,17.142,3.745,34.46
21264974389.814,1.677,1.125,1.68,5.842,4.57,75.059
2985151284.633,2.788,1.971,1.853,5.017,3.423,47.336
57561112954.467,2.702,2.251,2.764,8.057,3.316,34.189
886525111083.159,3.179,2.271,2.364,21.394,2.181,24.979
26439642740.382,2.891,2.139,2.236,4.464,3.701,32.544
-200142584945594,1.857,1.17,1.537,4.269,2.712,59.319
114462035377.438,2.304,2.029,2.093,12.341,2.242,17.591
71643280371.918,2.798,2.491,2.363,9.065,2.955,23.505
51779711640526.5,3.663,3.94,3.947,38.829,2.872,7.932
7963018055427.6,2.994,2.888,3.142,28.602,3.398,18.218
13336452052035.7,4.243,3.746,3.398,34.113,1.222,9.117
35232417508.08,2.378,1.653,1.703,7.24,2.72,50.524
4975124126459.11,3.266,3.142,2.637,18.77,2.818,12.179
895950115321673,4.25,3.756,3.573,74.141,1.521,6.773
15113947574323.2,3.382,3.395,3.511,30.058,2.045,8.405
79206079282615.4,4.401,3.964,3.935,71.217,2.223,6.71
52493739675195.2,2.26,2.049,2.085,6.867,2.847,35.711
762976052186.466,2.704,2.424,2.698,13.609,2.508,21.485
164303367725323,4.312,3.97,3.624,52.292,2.052,9.082
139176787926342,3.709,3.783,4.267,79.611,2.193,7.024
4081201071566.18,3.475,3.305,3.593,23.557,2.096,14.271
53224291706.776,2.598,1.853,1.976,6.972,3.923,48.917
3765017288.947,1.599,1.5,2.292,5.473,3.577,36.035
20559875505767.9,3.691,4.285,4.405,63.787,2.344,4.619
39750532407.418,2.468,1.614,1.71,5.263,3.157,59.899
290946332523.538,2.279,2.183,2.622,12.255,2.933,24.548
22495689450.217,2.021,1.653,2.209,5.843,3.549,45.182
62126499394.311,1.92,1.934,2.456,9.372,3.518,26.728
595561550828.096,2.336,3.413,4.068,23.221,2.595,6.708
82628638676968.2,3.826,4.249,4.759,72.086,2.386,4.152
13461798774195.4,3.021,3.226,3.773,59.875,2.711,6.744
38210234227.623,2.297,1.92,1.976,11.08,2.823,24.1
525655006161.831,2.26,2.416,2.992,18.072,3.461,23.617
3154825150.364,1.097,1.288,2.211,6.102,4.092,48.066
27505664579.408,1.725,1.798,2.18,5.501,4.341,42.816
7080218732.276,2.593,2.03,1.541,8.053,3.085,24.932
797997754168.741,3.206,2.663,2.848,21.902,3.564,17.563
18717327233.979,1.945,1.82,1.437,4.549,2.965,32.513
1267135687143.33,2.794,2.346,3.015,18.561,3.197,29.849
3134640956884.5,2.919,3.66,4.134,42.083,3.174,5.313
