y,x1,x2,x3,x4,x5,x6
5.482,0.285,1.001,0.356,1.127,1.182,1.000
9.165,0.260,1.088,0.336,1.126,1.011,0.605
11.295,0.284,1.466,0.358,1.543,1.260,0.533
10.345,0.276,1.173,0.314,1.421,1.159,0.658
9.256,0.253,1.025,0.339,1.320,1.295,0.532
10.697,0.292,1.321,0.317,1.384,1.257,0.495
9.110,0.359,1.534,0.340,1.617,1.263,0.803
8.941,0.295,1.532,0.345,1.205,1.263,0.734
8.830,0.275,1.611,0.341,1.433,1.383,0.822
10.821,0.350,1.574,0.344,1.811,1.350,0.586
11.098,0.409,1.803,0.322,1.921,1.563,0.492
10.363,0.210,1.208,0.328,1.271,0.561,0.572
11.001,0.263,1.000,0.333,1.062,1.326,0.485
9.107,0.349,1.610,0.346,1.813,1.023,0.828
10.480,0.278,1.507,0.326,0.427,1.338,0.645
10.752,0.364,1.508,0.346,1.947,1.580,0.575
10.608,0.367,1.531,0.324,1.826,1.436,0.468
10.389,0.331,1.440,0.336,1.751,1.576,0.449
9.793,0.403,1.826,0.357,1.713,1.180,0.785
10.831,0.262,1.324,0.345,1.816,1.090,0.446
12.074,0.284,1.705,0.321,1.738,1.339,0.428
9.001,0.278,1.151,0.372,1.550,1.278,0.703
10.505,0.299,1.357,0.373,1.719,1.161,0.515
7.638,0.322,1.706,0.366,1.693,1.034,0.687
9.309,0.449,1.753,0.371,1.921,1.802,0.777
10.836,0.314,1.467,0.349,1.788,1.293,0.537
10.675,0.292,1.305,0.338,1.669,1.514,0.497
10.031,0.287,1.505,0.369,1.784,1.082,0.599
10.010,0.317,1.346,0.336,1.892,1.267,0.537
11.261,0.264,1.475,0.360,1.474,1.315,0.471
9.553,0.339,1.678,0.338,1.716,1.432,0.746
9.857,0.298,1.256,0.372,1.601,1.536,0.514
9.265,0.274,1.071,0.358,1.070,1.418,0.512
11.321,0.329,1.817,0.371,1.564,1.250,0.523
10.691,0.280,1.425,0.343,1.223,1.813,0.463
10.956,0.288,1.631,0.370,1.164,1.394,0.546
10.225,0.316,1.584,0.340,1.713,1.199,0.517
10.675,0.320,1.674,0.356,2.113,1.458,0.557
10.857,0.385,2.249,0.385,1.950,1.412,0.566
9.782,0.347,1.526,0.359,2.023,1.180,0.546
10.655,0.346,1.907,0.356,1.835,1.759,0.602
10.279,0.265,1.292,0.367,1.245,1.245,0.519
9.930,0.296,1.392,0.358,1.473,1.288,0.558
9.241,0.329,1.904,0.399,1.477,1.591,0.684
9.200,0.364,1.681,0.372,2.050,1.174,0.602
11.314,0.363,1.679,0.374,2.089,1.629,0.431
11.367,0.307,1.493,0.322,1.905,1.895,0.448
9.479,0.411,2.002,0.334,1.766,1.617,0.570
11.130,0.299,1.416,0.347,1.352,1.599,0.447
10.633,0.327,2.090,0.342,1.369,1.386,0.682
9.794,0.281,1.561,0.363,1.425,1.178,0.535
10.116,0.356,1.554,0.377,1.916,1.550,0.489
11.491,0.327,1.927,0.366,1.408,1.707,0.502
10.737,0.290,1.740,0.356,2.024,1.735,0.547
