"y","x1","x2","x3","x4","x5","x6"
7006799628.618,2.089,1.667,54.001,2.095,3.751,3.622
116097211562.561,2.519,2.116,33.825,2.74,11.821,3.469
58450233825409.7,4.643,3.716,4.987,3.272,89.113,2.022
3574007664071.41,3.559,3.211,8.721,2.843,36.239,2.489
797997754168.741,2.848,2.663,17.563,3.206,21.902,3.564
2350423499068.9,3.19,2.913,14.005,3.167,29.622,3.409
672149217253.421,3.214,2.858,14.223,3.167,18.561,1.936
78418468631228.5,4.015,3.814,4.05,3.881,92.221,1.36
203619814797834,3.719,4.056,5.777,4.319,46.845,1.961
24798586211945.3,3.679,3.603,8.909,3.115,33.687,3.133
7963018055427.6,3.142,2.888,18.218,2.994,28.602,3.398
17289184952247.7,4.252,3.845,4.417,2.848,33.43,1.661
15251110613.594,1.689,1.235,46.076,1.68,4.162,2.926
21829858881.072,1.476,1.614,62.434,2.659,6.383,3.144
3765017288.947,2.292,1.5,36.035,1.599,5.473,3.577
1529551252189.09,3.083,3.327,8.239,3.556,17.055,2.297
52667929576526.1,3.671,3.696,6.852,4.118,51.274,2.29
14903309366.377,1.358,1.61,86.53,2.55,3.256,3.69
3050818834947.51,3.307,2.751,11.377,2.445,22.198,1.862
96359839743408.6,3.375,4.057,9.96,4.306,27.749,2.162
2584862971.674,2.313,1.537,66.899,1.148,2.761,3.767
120455887789.526,2.221,2.101,34.801,2.835,8.347,4.081
1427233127633.58,3.332,2.809,22.773,3.141,12.994,3.551
454686978187.029,2.97,2.427,14.626,2.233,24.922,2.566
153503853209.647,1.773,1.474,73.207,2.271,8.986,3.905
3377262550681.11,2.986,3.021,11.007,3.579,28.476,1.869
18212640478297.7,4.359,4.23,3.724,3.614,43.733,2.216
22495689450.217,2.209,1.653,45.182,2.021,5.843,3.549
29491739374694.5,3.306,3.855,6.426,3.805,31.728,2.864
3625101590.395,1.575,1.653,45.019,2.68,4.041,2.752
1354823080433.14,3.781,2.921,10.671,2.52,29.167,2.96
112464502295118,4.163,3.547,7.663,3.306,52.904,2.368
76545852501.187,2.459,2.016,23.916,1.804,11.301,3.616
26484886227594,3.922,3.289,8.502,2.973,27.108,1.796
2330363366.78,2.323,1.727,39.448,1.435,5.428,2.763
313910698938.882,3.175,2.5,23.742,2.576,13.533,3.061
588520800171.503,3.225,2.936,15.145,2.526,16.801,3.158
82628638676968.2,4.759,4.249,4.152,3.826,72.086,2.386
8726962291.416,1.768,1.31,40.119,2.053,6.22,2.956
13336452052035.7,3.398,3.746,9.117,4.243,34.113,1.222
18717327233.979,1.437,1.82,32.513,1.945,4.549,2.965
2473456704780.28,3.286,3.757,8.737,3.601,22.182,1.522
83291351038430.1,3.614,3.714,10.864,4.03,40.105,2.252
3883120585266.66,3.052,2.746,15.744,2.708,25.351,2.642
170227467169.166,2.627,2.309,23.273,2.574,13.143,2.096
