"y","x1","x2","x3","x4","x5","x6"
1427233127633.58,3.551,12.994,22.773,3.332,3.141,2.809
39750532407.418,3.157,5.263,59.899,1.71,2.468,1.614
21258770294211,2.654,36.273,13.686,2.859,3.5,3.135
15297820649940.5,2.749,33.346,7.259,3.192,4.034,3.701
16032238837.111,4.208,11.503,43.19,1.571,2.538,1.56
9781402745.179,3.5,5.795,51.833,1.449,2.085,1.407
3574007664071.41,2.489,36.239,8.721,3.559,2.843,3.211
41114957006388.7,2.717,100.867,5.445,4.773,3.192,3.784
886525111083.159,2.181,21.394,24.979,2.364,3.179,2.271
139176787926342,2.193,79.611,7.024,4.267,3.709,3.783
5549033616.656,3.024,6.041,33.363,1.916,1.986,1.634
-80173020669930.3,2.712,4.269,59.319,1.537,1.857,1.17
74880824527.231,2.57,8.136,40.614,2.024,3.101,2.285
264609916763.956,3.333,9.654,30.265,1.88,2.567,1.891
290946332523.538,2.933,12.255,24.548,2.622,2.279,2.183
7379572204.16,3.262,3.853,47.465,1.449,2.159,1.61
62126499394.311,3.518,9.372,26.728,2.456,1.92,1.934
94068810690.903,4.078,8.034,42.17,2.339,2.31,2.061
15532585425814.2,1.068,32.916,6.819,3.819,3.297,3.548
4843750329444.43,2.056,41.389,8.381,3.162,2.832,2.913
142647248143.24,3.291,19.851,31.444,1.986,3.301,2.229
9557412666702.13,2.584,23.465,14.396,3.186,3.755,3.16
114462035377.438,2.242,12.341,17.591,2.093,2.304,2.029
898583653392.562,3.634,32.393,13.111,2.906,3.177,2.481
6873601916.68,3.717,5.323,21.565,2.483,1.711,2.184
120455887789.526,4.081,8.347,34.801,2.221,2.835,2.101
644208849085.358,3.108,10.69,14.509,3.07,1.877,2.561
120081509856.048,3.933,6.114,52.461,2.254,2.622,1.985
8726962291.416,2.956,6.22,40.119,1.768,2.053,1.31
916914235419124,2.192,103.151,6.84,4.548,4.125,4.003
71643280371.918,2.955,9.065,23.505,2.363,2.798,2.491
7305919020825.6,2.106,45.04,6.99,4.373,2.804,3.401
44998678582.012,4.343,6.89,92.475,1.934,2.67,1.831
797997754168.741,3.564,21.902,17.563,2.848,3.206,2.663
274773560396.449,3.178,18.406,20.382,3.114,2.022,1.978
230712674032.482,3.499,10.152,18.253,2.767,2.622,2.723
4975124126459.11,2.818,18.77,12.179,2.637,3.266,3.142
485791067428.188,1.715,19.421,9.627,3.704,2.084,2.727
2350423499068.9,3.409,29.622,14.005,3.19,3.167,2.913
1180004190277.64,2.893,14.308,18.469,3.21,3.152,3.095
3883120585266.66,2.642,25.351,15.744,3.052,2.708,2.746
1326698059821.24,2.813,12.285,21.179,2.807,3.158,2.825
393238198779.597,3.224,14.351,21.048,3.128,1.956,2.148
8476330764500.85,2.042,37.402,6.73,3.711,4.07,3.724
9290231344330.27,2.296,59.074,8.353,3.28,3.532,3.405
49955778177.393,3.706,8.234,49.367,1.545,2.333,1.451
517780798278.497,2.836,19.246,19.146,2.275,3.499,2.483
255598239836.99,2.373,13.311,15.306,3.222,2.538,2.534
1102623784578050,1.853,114.432,5.38,4.237,4.232,4.076
11680220900.894,3.134,5.97,63.837,2.045,1.657,1.303
2473456704780.28,1.522,22.182,8.737,3.286,3.601,3.757
1898216347525.39,2.864,20.856,9.736,3.362,2.832,3.339
310325399903.216,2.025,15.626,19.82,2.399,2.895,2.181
379040564658761,2.269,83.067,5.688,3.723,4.215,4.256
83259690038676,2.555,80.478,4.616,4.718,2.724,3.765
71972389808.016,2.38,16.002,20.936,2.307,1.949,1.873
2985151284.633,3.423,5.017,47.336,1.853,2.788,1.971
57823973507267.5,2.877,76.89,4.927,3.67,3.793,3.732
89169365602275.8,1.406,75.159,3.001,4.342,3.81,4.431
97365681553.681,2.584,7.365,52.022,1.468,2.559,1.425
73034693762.813,3.461,13.462,33.643,2.137,2.898,2.041
78243918436471.4,1.441,53.206,2.94,4.402,3.326,4.237
31767360865.856,1.788,13.681,13.849,2.692,2.379,2.265
88264822497.884,3.32,13.529,20.347,2.994,1.617,2.253
6368199761.809,3.481,2.929,85.592,1.325,2.51,1.727
162550532113.261,5.144,6.157,62.06,2.208,3.058,2.043
35050043669.507,3.86,9.411,32.147,2.248,2.488,1.987
48345505080201.9,2.474,37.141,8.788,4.073,3.827,3.769
3377262550681.11,1.869,28.476,11.007,2.986,3.579,3.021
1022259075101.32,3.047,17.328,19.666,2.765,2.83,2.407
22495689450.217,3.549,5.843,45.182,2.209,2.021,1.653
275589828673.839,3.259,5.922,39.661,2.718,2.36,2.455
14903309366.377,3.69,3.256,86.53,1.358,2.55,1.61
14613135689.687,2.496,13.018,24.136,2.308,1.682,1.564
314780355319.101,2.756,13.375,20.044,2.788,2.853,2.484
19336314648.607,2.271,13.294,17.438,2.256,1.947,1.892
13479928481954.7,2.556,37.237,11.415,3.7,2.881,3.354
51779711640526.5,2.872,38.829,7.932,3.947,3.663,3.94
1090508094246.38,2.6,14.935,13.239,3.03,2.182,2.684
907571698385.852,2.515,15.893,27.185,2.118,3.079,2.283
3625101590.395,2.752,4.041,45.019,1.575,2.68,1.653
170227467169.166,2.096,13.143,23.273,2.627,2.574,2.309
