"y","x1","x2","x3","x4","x5","x6"
525655006161.831,3.461,2.26,2.416,2.992,23.617,18.072
58623284465899.1,2.083,3.655,5.646,4.446,3.324,62.178
73034693762.813,3.461,2.898,2.041,2.137,33.643,13.462
18212640478297.7,2.216,3.614,4.23,4.359,3.724,43.733
99172517242886,2.688,4.31,4.177,3.793,6.762,51.957
25674910951640.9,2.219,3.583,3.963,4.09,4.983,37.63
20559875505767.9,2.344,3.691,4.285,4.405,4.619,63.787
38797207039241.9,2.393,2.625,3.071,3.795,13.344,49.114
1432411786322.65,2.306,3.095,3.015,2.501,17.993,11.74
4137535830.353,4.084,2.431,1.427,1.382,70.751,3.299
7963018055427.6,3.398,2.994,2.888,3.142,18.218,28.602
7305919020825.6,2.106,2.804,3.401,4.373,6.99,45.04
39750532407.418,3.157,2.468,1.614,1.71,59.899,5.263
13336452052035.7,1.222,4.243,3.746,3.398,9.117,34.113
7307403496314.74,2.015,3.242,3.175,3.178,10.581,31.386
57561112954.467,3.316,2.702,2.251,2.764,34.189,8.057
505474236599.535,3.251,1.603,2.139,3.184,21.473,16.571
78418468631228.5,1.36,3.881,3.814,4.015,4.05,92.221
3835084330386.58,2.761,3.218,3.515,3.763,9.595,32.734
25222995743340.3,3.236,3.144,3.052,3.262,17.149,33.43
3146511041442.55,3.492,3.156,3.344,3.694,6.207,48.373
379040564658761,2.269,4.215,4.256,3.723,5.688,83.067
17912290487761.9,2.935,3.21,3.173,3.461,10.009,38.183
-35853661956900.9,3.395,1.628,1.865,2.564,20.662,12.651
19293713987840.3,2.639,3.833,3.744,3.7,8.758,27.222
907571698385.852,2.515,3.079,2.283,2.118,27.185,15.893
86838407620.185,3.069,2.511,2.181,2.382,25.041,9.373
97365681553.681,2.584,2.559,1.425,1.468,52.022,7.365
7080218732.276,3.085,2.593,2.03,1.541,24.932,8.053
26217463315078.1,2.045,2.661,3.457,3.874,6.013,41.095
189292481152.354,3,2.948,2.24,2.153,20.664,14.738
186624415826.606,2.249,2.293,2.973,3.275,11.731,16.109
595561550828.096,2.595,2.336,3.413,4.068,6.708,23.221
57823973507267.5,2.877,3.793,3.732,3.67,4.927,76.89
18717327233.979,2.965,1.945,1.82,1.437,32.513,4.549
82861908478.563,3.622,3.319,2.815,2.249,24.594,10.946
206829461070890,1.777,3.361,4.057,4.648,4.64,69.942
219615645496.725,3.679,2.914,2.01,1.677,42.627,10.749
57049282447666.5,1.637,3.703,3.835,3.712,3.969,81.982
651910547094.676,3.612,2.58,2.002,2.097,36.251,14.007
4081201071566.18,2.096,3.475,3.305,3.593,14.271,23.557
