y,x1,x2,x3,x4,x5,x6
16.352,0.256,0.771,-0.342,1.783,1.287,2.022
16.143,0.348,0.659,1.152,1.752,1.317,2.138
12.491,0.232,0.772,1.599,1.259,1.000,2.108
16.417,0.249,0.605,1.704,2.521,1.494,2.019
16.207,0.251,0.700,2.100,2.125,1.579,1.986
15.654,0.314,0.624,1.916,2.720,1.002,2.099
15.716,0.266,0.580,1.782,2.044,1.250,2.083
14.983,0.290,0.644,1.676,1.864,1.222,2.073
15.996,0.240,1.000,1.024,-0.185,1.747,2.072
15.430,0.347,0.973,1.065,1.175,1.649,2.131
17.860,0.243,0.722,1.676,1.913,1.759,2.000
16.219,0.259,0.812,1.764,1.755,1.919,1.902
15.808,0.251,0.535,1.635,2.822,1.261,1.979
16.834,0.328,0.750,1.308,1.694,1.904,2.063
16.110,0.266,0.768,1.755,2.393,1.951,1.947
14.983,0.320,0.826,1.764,1.075,1.418,2.135
16.814,0.319,0.680,1.761,2.225,1.590,2.065
17.584,0.329,0.611,1.243,2.352,1.472,2.044
14.984,0.233,0.776,1.860,1.446,1.405,2.057
16.544,0.275,0.734,1.698,1.392,1.652,2.017
15.754,0.316,0.949,1.288,1.436,1.646,2.108
13.266,0.229,0.656,1.885,1.861,1.230,2.037
17.611,0.273,0.636,1.543,2.498,1.857,1.955
15.683,0.195,0.905,1.196,1.129,2.048,2.029
16.935,0.333,0.561,2.238,2.627,1.545,2.025
16.184,0.275,0.615,1.395,2.828,1.208,2.014
16.184,0.375,0.774,1.920,2.109,1.651,2.040
15.125,0.279,0.513,2.023,2.330,1.150,2.012
14.782,0.231,0.817,1.498,1.062,1.284,2.083
15.581,0.279,0.459,1.603,2.596,1.363,1.950
16.884,0.369,0.797,1.778,1.455,1.561,2.075
15.511,0.283,0.664,1.769,1.338,1.427,2.050
18.192,0.277,0.828,2.049,1.564,1.995,1.970
15.471,0.297,0.607,2.141,2.954,1.469,2.035
16.303,0.230,0.632,2.227,1.311,1.451,1.944
16.308,0.361,0.616,1.591,2.398,1.916,2.037
17.268,0.278,0.488,2.322,2.919,1.188,1.930
17.452,0.350,0.771,1.442,1.523,1.985,2.085
17.099,0.242,0.638,1.523,2.518,2.279,1.913
17.469,0.230,0.721,1.535,1.237,2.166,1.881
17.133,0.279,0.565,1.875,1.835,1.868,1.920
17.997,0.329,0.502,1.496,2.539,1.853,1.999
16.132,0.269,0.584,1.401,1.818,1.875,1.948
16.244,0.299,0.549,2.098,2.431,1.653,1.927
16.694,0.413,0.647,1.691,2.245,1.998,2.028
16.963,0.229,0.518,2.138,1.925,1.515,1.886
18.082,0.372,0.453,2.178,3.185,1.476,1.978
17.500,0.263,0.487,2.105,2.795,2.004,1.881
15.695,0.311,0.568,1.900,2.353,1.483,2.055
17.103,0.324,0.726,2.171,1.298,1.935,2.035
17.679,0.257,0.493,2.140,1.888,1.699,1.908
16.160,0.258,0.556,1.799,2.046,1.413,2.042
16.072,0.357,0.714,1.622,1.963,1.713,2.090
18.013,0.281,0.504,1.522,2.632,1.800,1.953
17.414,0.251,0.593,2.163,1.433,1.748,2.058
16.961,0.275,0.562,2.493,2.056,1.498,2.060
17.652,0.286,0.484,2.245,2.524,1.718,1.965
16.716,0.297,0.498,2.018,2.779,1.954,1.877
19.375,0.246,0.488,1.797,2.011,2.090,1.903
18.349,0.257,0.480,2.421,1.874,1.647,1.864
18.967,0.309,0.449,1.681,3.055,1.882,1.874
17.520,0.344,0.572,1.641,1.524,1.444,2.034
19.174,0.271,0.508,2.020,2.683,2.275,1.824
18.440,0.316,0.436,1.880,3.048,2.236,1.811
17.855,0.357,0.510,1.641,2.283,1.576,2.022
17.968,0.340,0.425,2.655,3.127,1.663,1.912
18.219,0.266,0.469,1.966,2.277,1.746,1.945
17.563,0.305,0.544,1.827,2.408,2.150,1.868
19.394,0.342,0.504,2.324,3.091,2.386,1.861
17.724,0.263,0.637,2.600,2.091,2.347,1.858
18.302,0.376,0.601,1.817,1.924,2.127,1.958
19.412,0.248,0.645,1.935,1.621,2.225,1.991
19.450,0.268,0.444,1.979,2.153,2.172,1.855
17.903,0.348,0.486,2.213,2.525,1.863,1.949
18.803,0.304,0.371,2.300,3.157,1.585,1.963
18.036,0.279,0.512,2.235,2.286,1.825,1.917
18.534,0.280,0.490,2.613,2.507,1.889,1.811
18.286,0.403,0.522,1.956,2.542,2.104,1.952
19.070,0.305,0.445,2.394,1.836,2.072,1.970
17.033,0.305,0.456,2.162,2.693,2.383,1.766
19.403,0.276,0.388,2.396,3.310,1.931,1.817
18.384,0.251,0.419,2.096,2.414,1.734,2.003
18.322,0.383,0.544,2.118,2.512,2.113,1.924
18.219,0.262,0.499,2.133,2.021,2.532,1.710
18.159,0.283,0.456,2.275,2.338,1.747,1.915
19.517,0.282,0.454,2.492,2.145,2.123,1.809
20.996,0.313,0.424,2.618,2.735,2.423,1.780
18.857,0.330,0.495,1.937,2.427,2.750,1.762
19.314,0.271,0.391,2.414,3.317,2.214,1.733
18.525,0.395,0.438,2.555,2.399,1.952,1.895
18.364,0.252,0.410,2.340,2.478,1.679,1.952
19.482,0.288,0.494,2.235,2.086,2.506,1.878
18.694,0.282,0.481,2.300,2.464,2.489,1.770
19.879,0.307,0.363,3.040,3.308,2.197,1.703
18.924,0.255,0.571,2.237,1.765,2.598,1.857
19.564,0.267,0.398,2.390,2.742,2.015,1.863
17.981,0.344,0.443,2.339,2.285,2.220,1.884
21.988,0.362,0.394,2.288,2.881,2.408,1.806
18.957,0.351,0.386,2.708,2.724,2.084,1.752
17.457,0.441,0.432,2.490,3.355,1.919,2.000
21.159,0.270,0.399,2.127,2.022,2.400,1.772
20.868,0.335,0.388,2.837,2.446,2.568,1.704
19.874,0.340,0.412,2.355,2.890,2.736,1.690
19.795,0.343,0.389,2.685,2.551,2.415,1.887
20.570,0.308,0.366,2.363,3.396,1.848,1.822
19.284,0.300,0.435,2.213,2.018,2.275,1.855
20.181,0.375,0.403,2.593,3.404,2.403,1.829
21.576,0.342,0.429,2.143,3.326,2.654,1.707
20.745,0.375,0.412,2.198,2.497,2.961,1.746
19.519,0.296,0.395,2.665,2.896,2.482,1.665
20.475,0.265,0.381,2.906,2.381,2.016,1.794
19.204,0.319,0.505,2.741,1.883,2.737,1.748
21.366,0.238,0.365,3.055,2.478,2.391,1.708
21.581,0.418,0.469,2.210,2.393,2.900,1.782
19.872,0.425,0.502,2.164,1.806,2.880,1.894
21.719,0.306,0.387,2.211,3.333,2.851,1.681
21.931,0.387,0.421,2.563,2.271,2.960,1.790
19.842,0.284,0.401,2.932,2.576,2.727,1.681
21.576,0.271,0.322,3.049,3.520,1.955,1.765
21.597,0.447,0.467,2.233,1.690,2.712,1.901
19.905,0.406,0.400,3.243,2.437,2.636,1.796
20.148,0.377,0.402,2.482,2.645,2.642,1.758
19.409,0.284,0.378,2.958,2.012,2.067,1.874
19.437,0.458,0.466,2.277,2.158,2.690,1.865
20.831,0.247,0.449,2.583,1.964,3.018,1.669
21.191,0.282,0.384,2.937,2.063,2.327,1.874
21.220,0.285,0.364,2.890,2.006,2.457,1.805
19.288,0.292,0.473,2.817,2.032,2.311,1.902
20.629,0.319,0.406,2.881,2.915,2.995,1.616
21.074,0.398,0.377,3.219,3.385,2.397,1.714
20.908,0.324,0.355,3.112,2.059,2.574,1.706
22.807,0.364,0.383,2.697,3.415,3.104,1.629
19.344,0.360,0.404,2.395,1.923,2.837,1.815
19.678,0.519,0.386,2.814,3.537,2.419,1.803
20.547,0.377,0.370,2.314,2.333,2.205,1.836
22.081,0.461,0.396,2.623,2.566,2.992,1.750
20.960,0.300,0.365,2.728,2.218,2.971,1.695
20.798,0.397,0.404,2.648,1.994,2.569,1.787
20.602,0.292,0.348,3.392,2.583,2.811,1.694
21.110,0.285,0.462,2.620,1.770,2.738,1.831
21.042,0.307,0.404,3.068,2.010,2.899,1.652
19.193,0.291,0.417,2.458,1.994,2.983,1.671
21.758,0.284,0.342,3.185,2.939,2.800,1.586
21.312,0.457,0.397,2.626,2.816,2.712,1.833
21.351,0.409,0.318,3.013,3.523,2.955,1.608
22.113,0.376,0.380,3.427,2.572,2.895,1.800
22.167,0.332,0.430,2.510,1.757,3.263,1.689
20.968,0.329,0.377,3.323,3.338,3.120,1.599
20.082,0.326,0.371,3.104,2.628,2.434,1.806
22.343,0.380,0.373,2.630,2.889,3.265,1.625
21.804,0.391,0.397,2.570,2.264,3.132,1.759
20.524,0.431,0.410,2.360,2.016,2.932,1.819
21.486,0.479,0.324,3.231,3.125,2.629,1.711
21.766,0.348,0.357,3.504,2.463,2.631,1.750
20.046,0.276,0.357,2.429,1.988,2.541,1.732
21.936,0.335,0.318,3.197,2.985,2.513,1.667
22.156,0.320,0.368,2.822,2.808,2.583,1.761
23.035,0.349,0.324,3.408,3.890,3.098,1.525
20.306,0.322,0.336,3.212,3.115,2.511,1.636
22.978,0.379,0.353,3.568,3.165,3.399,1.541
20.842,0.363,0.313,3.212,3.574,2.481,1.706
21.969,0.342,0.386,2.684,2.648,3.307,1.586
20.676,0.536,0.365,3.043,2.585,2.682,1.785
22.979,0.414,0.396,3.101,2.509,3.197,1.644
21.745,0.316,0.349,3.156,2.359,2.689,1.705
22.844,0.551,0.323,3.509,3.882,3.342,1.594
25.358,0.443,0.298,3.384,2.983,3.353,1.519
22.944,0.321,0.363,3.082,3.217,2.952,1.601
21.737,0.452,0.407,2.663,2.196,3.479,1.781
21.725,0.313,0.357,3.308,2.845,2.885,1.600
20.708,0.297,0.353,3.269,2.266,2.705,1.727
21.578,0.409,0.350,3.313,2.917,3.271,1.672
22.045,0.436,0.283,3.182,3.737,2.556,1.721
22.276,0.562,0.383,2.583,2.633,3.414,1.741
21.449,0.272,0.322,3.744,2.305,3.324,1.562
21.374,0.516,0.337,3.132,2.732,2.610,1.787
23.075,0.426,0.344,3.126,3.066,3.516,1.537
23.820,0.524,0.359,2.968,3.128,3.374,1.669
21.785,0.323,0.327,2.783,2.467,3.416,1.515
22.430,0.374,0.332,3.101,2.212,2.805,1.741
23.527,0.442,0.330,2.766,3.622,3.019,1.621
22.766,0.416,0.313,3.409,3.411,2.621,1.748
23.227,0.300,0.288,3.576,3.679,3.209,1.473
22.920,0.556,0.283,3.430,3.369,2.591,1.689
25.403,0.477,0.298,3.439,3.566,3.402,1.526
23.725,0.424,0.281,3.665,4.117,2.812,1.546
20.806,0.326,0.345,3.178,2.331,2.807,1.736
23.501,0.494,0.299,3.777,3.060,2.713,1.663
22.976,0.358,0.301,3.306,3.780,3.184,1.597
23.550,0.304,0.296,3.869,3.021,3.119,1.501
22.189,0.346,0.355,3.051,2.384,3.072,1.670
22.834,0.408,0.318,2.952,3.053,3.039,1.723
