y,x1,x2,x3,x4,x5,x6
16.352,0.771,1.287,4.600,1.977,1.783,2.022
16.143,0.659,1.317,0.868,1.695,1.752,2.138
12.751,0.772,1.000,0.625,2.074,1.259,2.108
16.417,0.605,1.494,0.587,2.003,2.521,2.019
16.207,0.700,1.579,0.476,1.995,2.125,1.986
15.654,0.624,1.002,0.522,1.785,2.720,2.099
15.716,0.580,1.250,0.561,1.940,2.044,2.083
14.983,0.644,1.222,0.597,1.858,1.864,2.073
15.996,1.000,1.747,0.977,2.043,0.019,2.072
15.430,0.973,1.649,0.939,1.698,1.175,2.131
17.860,0.722,1.759,0.597,2.030,1.913,2.000
16.219,0.812,1.919,0.567,1.964,1.755,1.902
15.808,0.535,1.261,0.612,1.995,2.822,1.979
16.834,0.750,1.904,0.765,1.745,1.694,2.063
16.110,0.768,1.951,0.570,1.940,2.393,1.947
14.983,0.826,1.418,0.567,1.767,1.075,2.135
16.814,0.680,1.590,0.568,1.770,2.225,2.065
17.584,0.611,1.472,0.805,1.744,2.352,2.044
14.984,0.776,1.405,0.538,2.074,1.446,2.057
16.544,0.734,1.652,0.589,1.909,1.392,2.017
15.754,0.949,1.646,0.776,1.779,1.436,2.108
13.681,0.656,1.230,0.530,2.090,1.861,2.037
17.611,0.636,1.857,0.648,1.914,2.498,1.955
15.683,0.905,2.048,0.836,2.215,1.129,2.029
16.935,0.561,1.545,0.447,1.734,2.627,2.025
16.184,0.615,1.208,0.717,1.908,2.828,2.014
16.184,0.774,1.651,0.521,1.634,2.109,2.040
15.125,0.513,1.150,0.494,1.893,2.330,2.012
14.782,0.817,1.284,0.668,2.079,1.062,2.083
15.581,0.459,1.363,0.624,1.893,2.596,1.950
16.884,0.797,1.561,0.562,1.647,1.455,2.075
15.511,0.664,1.427,0.565,1.880,1.338,2.050
18.192,0.828,1.995,0.488,1.899,1.564,1.970
15.471,0.607,1.469,0.467,1.833,2.954,2.035
16.303,0.632,1.451,0.449,2.085,1.311,1.944
16.308,0.616,1.916,0.628,1.665,2.398,2.037
17.268,0.488,1.188,0.431,1.895,2.919,1.930
17.452,0.771,1.985,0.694,1.691,1.523,2.085
17.099,0.638,2.279,0.656,2.031,2.518,1.913
17.469,0.721,2.166,0.652,2.086,1.237,1.881
17.133,0.565,1.868,0.533,1.893,1.835,1.920
17.997,0.502,1.853,0.668,1.743,2.539,1.999
16.132,0.584,1.875,0.714,1.928,1.818,1.948
16.244,0.549,1.653,0.477,1.828,2.431,1.927
16.694,0.647,1.998,0.591,1.556,2.245,2.028
16.963,0.518,1.515,0.468,2.091,1.925,1.886
18.082,0.453,1.476,0.459,1.640,3.185,1.978
17.500,0.487,2.004,0.475,1.950,2.795,1.881
15.695,0.568,1.483,0.526,1.794,2.353,2.055
17.103,0.726,1.935,0.461,1.756,1.298,2.035
17.679,0.493,1.699,0.467,1.974,1.888,1.908
16.160,0.556,1.413,0.556,1.970,2.046,2.042
16.072,0.714,1.713,0.617,1.673,1.963,2.090
18.013,0.504,1.800,0.657,1.887,2.632,1.953
17.414,0.593,1.748,0.462,1.996,1.433,2.058
16.961,0.562,1.498,0.401,1.906,2.056,2.060
17.652,0.484,1.718,0.445,1.869,2.524,1.965
16.716,0.498,1.954,0.496,1.835,2.779,1.877
19.375,0.488,2.090,0.557,2.017,2.011,1.903
18.349,0.480,1.647,0.413,1.972,1.874,1.864
18.967,0.449,1.882,0.595,1.800,3.055,1.874
17.520,0.572,1.444,0.609,1.704,1.524,2.034
19.174,0.508,2.275,0.495,1.923,2.683,1.824
18.440,0.436,2.236,0.532,1.778,3.048,1.811
17.855,0.510,1.576,0.609,1.674,2.283,2.022
17.968,0.425,1.663,0.377,1.716,3.127,1.912
18.219,0.469,1.746,0.509,1.939,2.277,1.945
17.563,0.544,2.150,0.547,1.811,2.408,1.868
19.394,0.504,2.386,0.430,1.711,3.091,1.861
17.724,0.637,2.347,0.385,1.951,2.091,1.858
18.188,0.601,2.127,0.550,1.630,1.924,1.958
19.412,0.645,2.225,0.517,2.008,1.621,1.991
19.450,0.444,2.172,0.505,1.933,2.153,1.855
17.903,0.486,1.863,0.452,1.696,2.525,1.949
18.803,0.371,1.585,0.435,1.815,3.157,1.963
18.036,0.512,1.825,0.447,1.892,2.286,1.917
18.534,0.490,1.889,0.383,1.889,2.507,1.811
18.286,0.522,2.104,0.511,1.576,2.542,1.952
19.070,0.445,2.072,0.418,1.811,1.836,1.970
17.033,0.456,2.383,0.463,1.810,2.693,1.766
19.403,0.388,1.931,0.417,1.905,3.310,1.817
18.384,0.419,1.734,0.477,1.997,2.414,2.003
18.322,0.544,2.113,0.472,1.616,2.512,1.924
18.219,0.499,2.532,0.469,1.953,2.021,1.710
18.159,0.456,1.747,0.440,1.880,2.338,1.915
19.517,0.454,2.123,0.401,1.884,2.145,1.809
20.996,0.424,2.423,0.382,1.787,2.735,1.780
18.857,0.495,2.750,0.516,1.741,2.427,1.762
19.314,0.391,2.214,0.414,1.922,3.317,1.733
18.525,0.438,1.952,0.391,1.591,2.399,1.895
18.364,0.410,1.679,0.427,1.992,2.478,1.952
19.482,0.494,2.506,0.447,1.862,2.086,1.878
19.713,0.481,2.489,0.435,1.883,2.464,1.770
19.879,0.363,2.197,0.329,1.804,3.308,1.703
18.924,0.571,2.598,0.447,1.982,1.765,1.857
19.564,0.398,2.015,0.418,1.934,2.742,1.863
17.981,0.443,2.220,0.427,1.705,2.285,1.884
21.988,0.394,2.408,0.437,1.662,2.881,1.806
18.957,0.386,2.084,0.369,1.689,2.724,1.752
17.457,0.432,1.919,0.402,1.506,3.355,2.000
21.159,0.399,2.400,0.470,1.924,2.022,1.772
20.868,0.388,2.568,0.352,1.728,2.446,1.704
19.874,0.412,2.736,0.425,1.714,2.890,1.690
19.795,0.389,2.415,0.372,1.707,2.551,1.887
20.570,0.366,1.848,0.423,1.801,3.396,1.822
19.284,0.435,2.275,0.452,1.824,2.018,1.855
20.181,0.403,2.403,0.386,1.634,3.404,1.829
21.576,0.429,2.654,0.467,1.710,3.326,1.707
20.745,0.412,2.961,0.455,1.633,2.497,1.746
19.519,0.395,2.482,0.375,1.839,2.896,1.665
20.475,0.381,2.016,0.344,1.942,2.381,1.794
19.204,0.505,2.737,0.365,1.772,1.883,1.748
21.366,0.365,2.391,0.327,2.051,2.478,1.708
21.581,0.469,2.900,0.453,1.547,2.393,1.782
19.872,0.502,2.880,0.462,1.534,1.806,1.894
21.719,0.387,2.851,0.452,1.807,3.333,1.681
23.680,0.421,2.960,0.390,1.606,2.271,1.790
19.842,0.401,2.727,0.341,1.875,2.576,1.681
21.576,0.322,1.955,0.328,1.922,3.520,1.765
21.597,0.467,2.712,0.448,1.495,1.690,1.901
19.905,0.400,2.636,0.308,1.570,2.437,1.796
20.148,0.402,2.642,0.403,1.628,2.645,1.758
19.409,0.378,2.067,0.338,1.875,2.012,1.874
19.437,0.466,2.690,0.439,1.478,2.158,1.865
20.831,0.449,3.018,0.387,2.012,1.964,1.669
21.191,0.384,2.327,0.340,1.882,2.063,1.874
22.074,0.364,2.457,0.346,1.872,2.006,1.805
19.288,0.473,2.311,0.355,1.851,2.032,1.902
20.629,0.406,2.995,0.347,1.771,2.915,1.616
21.074,0.377,2.397,0.311,1.585,3.385,1.714
20.908,0.355,2.574,0.321,1.757,2.059,1.706
22.807,0.383,3.104,0.371,1.657,3.415,1.629
19.344,0.404,2.837,0.417,1.666,1.923,1.815
19.678,0.386,2.419,0.355,1.388,3.537,1.803
20.547,0.370,2.205,0.432,1.629,2.333,1.836
22.081,0.396,2.992,0.381,1.473,2.566,1.750
20.960,0.365,2.971,0.367,1.825,2.218,1.695
20.798,0.404,2.569,0.378,1.586,1.994,1.787
20.602,0.348,2.811,0.295,1.849,2.583,1.694
21.110,0.462,2.738,0.382,1.874,1.770,1.831
21.042,0.404,2.899,0.326,1.806,2.010,1.652
19.193,0.417,2.983,0.407,1.855,1.994,1.671
21.758,0.342,2.800,0.314,1.877,2.939,1.586
21.312,0.397,2.712,0.381,1.479,2.816,1.833
21.351,0.318,2.955,0.332,1.564,3.523,1.608
22.113,0.380,2.895,0.292,1.630,2.572,1.800
22.167,0.430,3.263,0.398,1.735,1.757,1.689
20.968,0.377,3.120,0.301,1.743,3.338,1.599
20.082,0.371,2.434,0.322,1.750,2.628,1.806
22.343,0.373,3.265,0.380,1.623,2.889,1.625
21.804,0.397,3.132,0.389,1.600,2.264,1.759
20.524,0.410,2.932,0.424,1.524,2.016,1.819
21.486,0.324,2.629,0.309,1.445,3.125,1.711
21.766,0.357,2.631,0.285,1.696,2.463,1.750
20.046,0.357,2.541,0.412,1.902,1.988,1.732
21.936,0.318,2.513,0.313,1.727,2.985,1.667
22.156,0.368,2.583,0.354,1.769,2.808,1.761
23.035,0.324,3.098,0.293,1.693,3.890,1.525
20.306,0.336,2.511,0.311,1.761,3.115,1.636
22.978,0.353,3.399,0.280,1.625,3.165,1.541
20.842,0.313,2.481,0.311,1.660,3.574,1.706
21.969,0.386,3.307,0.373,1.711,2.648,1.586
20.676,0.365,2.682,0.329,1.365,2.585,1.785
22.979,0.396,3.197,0.322,1.555,2.509,1.644
21.745,0.349,2.689,0.317,1.778,2.359,1.705
22.844,0.323,3.342,0.285,1.347,3.882,1.594
25.358,0.298,3.353,0.295,1.503,2.983,1.519
22.944,0.363,2.952,0.324,1.765,3.217,1.601
21.737,0.407,3.479,0.376,1.487,2.196,1.781
21.725,0.357,2.885,0.302,1.787,2.845,1.600
20.708,0.353,2.705,0.306,1.835,2.266,1.727
21.578,0.350,3.271,0.302,1.564,2.917,1.672
22.045,0.283,2.556,0.314,1.515,3.737,1.721
22.276,0.383,3.414,0.387,1.334,2.633,1.741
22.865,0.322,3.324,0.267,1.917,2.305,1.562
21.374,0.337,2.610,0.319,1.393,2.732,1.787
23.075,0.344,3.516,0.320,1.531,3.066,1.537
23.820,0.359,3.374,0.337,1.382,3.128,1.669
21.785,0.327,3.416,0.359,1.759,2.467,1.515
22.430,0.332,2.805,0.323,1.634,2.212,1.741
23.527,0.330,3.019,0.362,1.505,3.622,1.621
22.766,0.313,2.621,0.293,1.551,3.411,1.748
23.227,0.288,3.209,0.280,1.827,3.679,1.473
22.920,0.283,2.591,0.292,1.342,3.369,1.689
25.403,0.298,3.402,0.291,1.448,3.566,1.526
23.725,0.281,2.812,0.273,1.536,4.117,1.546
20.806,0.345,2.807,0.315,1.751,2.331,1.736
23.501,0.299,2.713,0.265,1.422,3.060,1.663
22.976,0.301,3.184,0.302,1.671,3.780,1.597
23.550,0.296,3.119,0.258,1.813,3.021,1.501
22.189,0.355,3.072,0.328,1.700,2.384,1.670
22.834,0.318,3.039,0.339,1.565,3.053,1.723
23.253,0.358,3.277,0.321,1.578,2.810,1.652
22.941,0.292,3.090,0.263,1.732,3.844,1.457
24.008,0.281,2.948,0.278,1.714,3.907,1.482
22.809,0.363,3.427,0.279,1.706,2.209,1.622
23.644,0.283,3.238,0.268,1.667,3.746,1.378
23.628,0.325,3.467,0.280,1.815,2.383,1.548
23.060,0.287,3.246,0.276,1.514,3.345,1.515
23.742,0.279,3.031,0.298,1.361,3.524,1.623
24.198,0.343,3.341,0.307,1.742,2.251,1.676
23.775,0.314,3.300,0.280,1.459,3.364,1.517
23.405,0.345,3.562,0.318,1.275,3.384,1.606
24.427,0.270,3.564,0.249,1.763,3.908,1.400
24.824,0.269,3.375,0.299,1.850,3.968,1.333
24.703,0.331,3.641,0.294,1.779,2.278,1.551
25.679,0.296,3.853,0.320,1.726,3.060,1.466
24.246,0.302,3.617,0.298,1.573,2.499,1.465
23.681,0.284,3.640,0.244,1.751,3.732,1.391
26.505,0.275,3.678,0.292,1.662,3.695,1.373
23.476,0.312,3.731,0.241,1.698,2.578,1.438
24.647,0.281,3.579,0.249,1.584,3.074,1.478
22.460,0.337,3.697,0.315,1.303,2.689,1.561
24.152,0.340,3.544,0.281,1.734,2.254,1.563
24.032,0.291,3.148,0.279,1.352,3.750,1.575
23.729,0.275,3.265,0.249,1.781,3.131,1.472
23.998,0.297,3.823,0.276,1.520,3.584,1.422
25.137,0.302,3.716,0.284,1.618,3.492,1.405
23.568,0.283,3.694,0.273,1.637,4.005,1.374
24.169,0.340,3.981,0.298,1.377,3.646,1.337
23.908,0.300,3.639,0.302,1.609,3.261,1.476
24.699,0.274,3.525,0.315,1.578,3.571,1.524
24.594,0.313,3.597,0.252,1.597,3.414,1.456
23.874,0.286,3.206,0.283,1.435,3.721,1.542
24.583,0.289,4.021,0.271,1.516,3.571,1.294
26.169,0.289,3.932,0.281,1.705,3.425,1.331
25.270,0.263,3.338,0.284,1.348,3.803,1.577
24.258,0.270,3.296,0.246,1.531,2.918,1.503
25.980,0.264,3.606,0.276,1.185,3.948,1.515
23.415,0.274,3.444,0.250,1.538,3.248,1.525
23.653,0.290,3.413,0.255,1.221,3.498,1.536
26.732,0.283,4.210,0.243,1.617,3.039,1.203
25.317,0.270,3.325,0.253,1.701,3.036,1.457
25.705,0.250,3.361,0.239,1.426,4.286,1.292
