"y","x1","x2","x3","x4","x5","x6"
16.84,1.269,2.49,1.387,1.621,3.544,3.743
16.865,1.512,3.698,1.541,2.412,2.728,3.086
16.874,1.655,3.52,1.705,3.089,2.437,2.423
16.533,1.639,3.242,1.644,2.762,2.12,2.656
17.769,1.578,2.541,1.611,2.995,2.801,3.477
19.856,1.857,2.964,1.934,4.345,1.74,1.33
16.693,1.584,2.26,1.482,2.564,1.928,3.22
18.861,1.697,2.842,1.893,4.089,1.906,1.581
16.367,1.611,3.555,1.504,2.119,3.118,3.329
19.421,1.646,3.868,1.889,3.787,2.839,1.799
16.945,1.36,2.705,1.517,2.3,3.457,3.444
17.211,1.077,1.999,1.267,1.957,3.662,4.403
17.169,1.373,2.281,1.522,2.254,3.21,3.678
19.854,1.663,2.299,1.778,3.437,2.303,2.59
20.432,1.583,2.987,1.747,3.239,2.371,3.039
20.357,1.778,4.167,1.82,3.913,2.154,2.493
19.249,1.939,4.184,1.99,4.283,1.971,1.417
19.478,1.814,4.431,1.911,3.79,2.355,1.384
15.473,1.094,1.316,1.128,1.797,2.462,3.802
19.974,1.864,3.033,2.018,4.445,2.201,1.359
16.752,1.477,3.031,1.602,2.77,2.868,2.361
17.229,1.72,4.091,1.803,3.699,1.98,1.715
19.426,1.954,3.741,1.911,3.962,1.52,1.424
16.915,1.174,1.744,1.414,2.109,3.381,4.082
16.771,1.49,3.011,1.575,2.805,2.582,2.927
16.436,1.201,2.943,1.325,1.915,3.36,3.777
18.985,1.74,3.831,1.798,3.63,2.415,2.251
17.457,1.823,3.814,1.686,3.418,2.244,2.089
16.911,1.103,1.581,1.289,1.646,3.298,4.283
15.348,1.469,3.233,1.303,2.084,2.623,3.293
17.763,1.235,2.03,1.478,2.659,3.281,3.267
15.541,1.332,2.695,1.366,2.039,3.181,4.331
18.428,1.578,2.681,1.866,3.702,2.465,1.813
11.514,1.338,2.619,1.127,1.667,3.093,4.03
18.197,1.795,3.808,1.778,3.567,2.761,2.293
21.125,1.899,4.337,2.07,4.487,2.366,1.515
19.192,1.6,3.19,1.603,2.539,2.282,3.384
17.01,1.699,3.951,1.62,3.003,2.959,3.053
19.148,1.663,3.301,1.782,3.278,2.419,2.156
16.949,1.523,2.149,1.546,2.449,2.488,2.924
17.964,1.798,4.65,1.882,3.66,2.947,1.65
16.821,1.419,1.788,1.421,2.155,2.383,3.788
18.522,1.659,4.006,1.778,3.239,2.803,2.655
14.904,1.243,2.645,1.154,1.507,3.223,3.814
16.923,1.617,3.092,1.591,3.014,2.536,2.814
20.489,1.919,3.828,2.04,4.147,2.061,1.815
18.325,1.469,2.257,1.603,2.871,3.068,3.374
18.711,1.696,3.526,1.615,2.601,2.97,3.275
19.65,1.86,4.567,1.954,4.487,2.309,1.698
15.689,1.326,1.778,1.305,2.189,2.512,3.823
16.737,1.276,2.767,1.501,2.413,3.03,3.504
16.476,1.375,2.703,1.599,2.386,3.14,2.51
12.085,0.407,2.231,1.004,1.161,2.946,4.284
14.907,1.337,3.035,1.076,1.559,2.81,4.611
18.709,1.064,2.012,1.325,1.911,3.983,4.971
20.644,1.912,3.336,1.975,4.21,1.47,2.035
15.517,1.315,1.417,1.311,1.828,2.313,3.674
20.364,1.936,4.289,1.945,3.701,2.132,2.038
15.645,1.211,2.845,1.401,2.28,3.703,3.213
19.118,1.739,3.12,1.788,3.354,2.667,2.488
15.904,1.237,2.68,1.174,1.769,2.875,4.178
20.59,1.901,3.035,2.021,3.985,1.297,1.495
18.973,1.714,3.027,1.814,3.616,2.549,3.014
17.533,1.749,3.775,1.617,3.094,1.597,3.056
18.223,1.631,3.205,1.791,3.289,2.479,2.38
16.816,1.431,3.54,1.547,2.425,3.598,3.531
16.638,1.58,2.588,1.605,3.067,2.857,2.751
14.336,1.093,2.657,1.178,1.404,3.618,3.498
19.608,1.812,3.024,1.905,4.209,2.269,1.948
16.161,1.244,2.816,1.139,1.586,3.647,4.408
17.762,1.774,2.729,1.739,3.421,1.847,2.664
17.513,1.66,1.764,1.625,2.72,1.779,2.913
17.207,1.471,2.711,1.621,2.628,3.028,2.905
17.949,1.822,2.619,1.808,3.602,1.208,2.204
15.018,1.046,2.685,1.175,1.729,4.957,4.312
17.134,1.4,3.55,1.47,2.551,3.302,3.355
19.19,1.766,3.319,1.946,3.578,1.892,1.749
16.938,1.534,2.901,1.52,2.059,2.197,3.134
16.235,1.628,3.011,1.676,3.148,3.013,1.887
20.184,1.733,3.261,1.93,3.902,1.286,2.256
18.173,1.794,4.332,1.966,4.291,2.048,1.682
16.935,1.45,2.657,1.332,1.954,3.081,3.604
16.617,1.367,3.271,1.414,2.32,3.446,3.806
16.411,1.636,3.121,1.677,3.344,2.686,2.433
14.928,1.136,2.027,1.198,1.865,3.264,3.884
18.548,1.084,3.11,1.411,2.076,3.966,4.175
17.337,1.719,3.488,1.797,3.32,2.225,1.721
19.102,1.932,3.413,1.919,4.046,1.683,1.978
17.237,1.207,2.468,1.224,1.906,3.407,4.975
14.376,1.074,2.445,1.093,1.1,3.649,4.466
16.872,1.428,2.176,1.463,2.111,2.699,3.877
19.962,1.563,2.753,1.7,2.718,2.488,3.199
19.934,1.568,2.664,1.68,2.765,2.619,3.106
18.64,1.544,3.214,1.539,2.855,2.933,2.898
17.235,1.241,1.389,1.286,1.575,2.613,3.757
16.592,1.585,3.707,1.75,3.262,2.444,2.003
17.593,1.758,3.817,1.801,3.616,2.451,2.022
15.172,1.415,1.769,1.311,1.917,1.967,3.124
16.031,1.519,2.869,1.255,2.186,3.027,4.276
19.583,1.901,3.106,1.905,3.968,1.473,2.479
18.406,1.667,2.889,1.69,3.232,1.954,2.489
19.273,1.649,2.13,1.684,2.768,2.403,3.063
20.705,1.737,2.708,1.807,3.491,1.599,2.603
18.999,1.604,2.778,1.744,3.467,3.253,2.877
17.003,1.699,3.741,1.724,3.647,2.503,1.882
14.773,1.424,2.257,1.428,1.924,2.858,2.76
19.553,1.86,2.838,1.863,3.852,1.995,2.651
16.91,1.369,2.279,1.356,1.949,2.813,3.952
18.099,1.597,2.53,1.684,2.871,2.157,2.782
17.602,1.488,2.899,1.595,2.831,3.313,4.003
16.284,1.307,2.544,1.28,1.773,3.362,4.22
17.697,1.724,4.21,1.805,3.697,2.366,2.076
16.449,1.16,1.441,1.367,1.665,3.012,3.763
15.127,1.511,3.504,1.441,2.436,2.733,2.831
19.221,1.73,2.893,1.745,3.4,2.167,2.946
15.142,1.188,3.08,1.185,1.456,3.987,3.603
16.125,1.656,3.837,1.654,3.055,2.797,2.505
18.144,1.354,2.833,1.457,2.382,2.929,4.228
19.263,2.019,4.486,1.985,4.304,2.195,1.61
16.877,1.721,3.466,1.655,3.359,2.789,2.3
16.651,1.524,3.308,1.601,2.97,2.709,2.702
15.714,1.29,2.431,1.107,1.858,3.093,4.467
16.217,1.409,2.257,1.42,2.25,2.489,3.602
20.105,1.803,3.144,1.834,3.615,1.891,2.437
14.877,1.184,1.819,1.14,1.366,3.502,3.856
15.659,1.183,2.588,1.064,1.523,3.468,4.72
16.824,1.611,2.332,1.66,2.799,2.061,2.429
17.065,1.506,2.667,1.432,2.391,2.185,3.912
18.311,2.001,3.593,1.944,3.884,1.527,1.077
17.877,1.656,2.353,1.6,2.814,2.103,2.814
15.986,1.412,2.98,1.542,2.95,3.047,2.664
19.458,1.731,3.95,1.828,3.661,2.763,2.792
13.875,1.237,2.307,1.077,1.367,3.011,4.756
14.366,1.212,2.882,1.123,1.447,3.826,3.814
16.627,1.19,2.858,1.302,2.269,3.829,4.292
15.536,1.562,3.576,1.488,2.432,2.912,2.58
18.769,1.826,3.311,1.921,3.9,2.238,1.384
16.015,1.44,1.299,1.399,1.67,3.003,3.814
18.434,1.33,1.625,1.537,2.639,3.257,3.582
19.018,1.602,2.008,1.779,3.339,2.474,2.948
17.119,1.558,3.081,1.613,2.376,2.732,2.404
16.735,1.447,3.197,1.3,1.887,3.72,3.736
16.15,1.465,2.642,1.449,2.169,2.36,3.379
19.243,1.74,3.086,1.883,3.77,2.518,2.574
17.204,1.473,2.209,1.445,2.751,2.7,3.659
18.572,1.605,3.733,1.725,3.357,3.237,2.417
18.774,1.483,1.885,1.609,2.735,2.436,3.414
16.723,1.191,2.564,1.177,1.658,3.682,4.915
16.755,1.349,2.259,1.387,2.387,3.296,3.963
18.855,1.857,4.289,1.902,3.483,2.143,1.881
16.41,1.143,1.33,1.275,2.136,2.724,4.091
19.453,1.651,3.596,1.667,2.79,3.281,3.487
15.166,1.413,3.448,1.269,2.266,2.674,3.441
14.111,1.071,3.086,1.126,1.206,4.059,4.046
15.909,1.246,2.427,1.333,2.26,3.607,3.592
17.917,1.402,1.66,1.439,2.414,3.09,4.47
22.672,1.912,4.477,2.021,4.315,2.131,1.772
18.007,1.886,3.637,1.898,3.842,2.532,1.331
18.668,1.892,2.497,1.845,3.756,1.531,2.26
15.898,1.611,3.103,1.635,2.861,2.743,2.484
18.121,1.752,3.975,1.704,3.623,2.249,2.663
19.496,1.724,3.208,1.83,3.874,2.516,2.455
15.103,1.335,2.822,1.198,1.677,3.793,3.894
17.876,1.87,2.79,1.849,3.989,1,1.595
20.923,1.987,4.406,1.978,4.041,1.954,2.185
17.397,1.613,1.648,1.657,3.045,2.572,3.412
18.694,1.723,2.978,1.743,3.716,2.106,2.906
15.732,1.188,1.911,1.32,1.451,2.978,3.741
20.552,1.902,3.62,1.923,4.195,2.427,2.012
19.262,1.828,3.787,1.822,3.764,2.686,2.625
17.139,1.58,2.702,1.522,2.831,2.649,3.935
20.435,1.715,3.941,1.741,3.487,2.983,2.849
20.778,1.919,4.267,1.993,3.966,2.454,1.587
15.328,1.016,1.75,1.212,1.69,3.58,4.117
18.428,1.713,2.867,1.732,3.434,2.552,2.491
18.556,1.396,2.1,1.395,2.255,3.585,4.784
16.39,1.776,3.995,1.714,3.279,2.426,2.002
18.975,1.537,2.334,1.566,2.336,2.702,3.543
21.019,1.88,3.534,2.008,4.125,2.138,1.927
15.85,1.188,1.959,1.333,2.103,3.315,3.477
13.944,1.002,2.398,1.05,1.197,3.551,4.134
18.399,1.801,3.376,1.822,3.938,1.97,2.168
15.521,1.144,2.554,1.163,1.238,3.478,4.733
17.893,1.757,3.423,1.931,4.438,2.588,1.487
19.945,1.756,3.034,1.832,3.677,2.605,2.589
19.53,1.548,2.47,1.715,3.191,3.203,3.446
18.404,1.715,2.878,1.884,3.835,2.081,1.703
17.62,1.373,1.985,1.572,2.689,2.068,3.165
15.161,1.385,2.428,1.408,2.221,3.004,3.351
17.062,1.365,1.706,1.499,2.398,2.808,3.107
15.806,1.269,3.098,1.109,1.546,3.234,4.637
20.18,2.012,3.417,2.092,5.503,2.014,1.765
17.668,1.746,3.642,1.758,3.526,2.568,2.162
19.345,1.809,4.203,1.804,3.779,2.203,2.394
15.591,1.475,3.805,1.378,2.211,2.668,3.712
16.113,1.191,2.694,1.401,2.149,3.684,3.685
16.526,1.217,0,1.254,1.637,2.792,4.631
18.467,1.413,3.285,1.545,2.942,3.344,3.576
15.365,1.378,2.428,1.34,1.982,3.268,3.785
17.421,1.569,3.45,1.459,2.154,3.189,3.768
19.35,1.801,3.637,2.022,4.475,2.174,1.723
16.119,1.484,3.473,1.401,2.125,3.064,3.672
16.763,1.161,2.855,1.296,1.826,3.859,4.492
16.793,1.307,3.073,1.315,1.677,3.918,4.112
15.343,1.083,1.413,1.137,1.261,3.102,4.172
17.492,1.786,2.6,1.823,3.936,1.952,2.316
17.61,1.641,3.12,1.623,3.158,2.538,2.884
23.245,2.011,3.004,2.294,4.699,1.729,1.96
18.374,1.479,3.584,1.484,2.709,2.982,3.313
16.499,1.62,2.224,1.608,2.883,2.066,2.79
19.293,1.705,3.066,1.957,4.337,2.255,1.314
17.75,1.513,2.385,1.605,2.825,2.899,2.95
15.853,1.176,2.525,1.204,1.808,3.476,3.795
19.285,1.731,3.561,1.738,3.641,2.507,2.722
18.06,1.772,3.825,1.665,3.14,2.238,3.183
16.829,1.485,3.296,1.495,2.304,2.809,2.898
17.892,1.758,2.445,1.824,3.671,1.35,1.735
19.378,1.684,2.416,1.891,3.507,2.347,2.301
15.152,1.369,1.847,1.288,1.959,2.366,3.791
17.874,1.609,3.45,1.725,2.967,2.894,2.427
17.061,1.549,3.706,1.505,2.582,3.076,3.305
19.175,1.776,4.34,1.896,4.094,2.193,1.7
20.299,1.816,2.846,2.008,4.484,1.919,1.807
18.094,1.432,1.506,1.559,2.494,2.395,3.745
16.856,1.379,3.562,1.435,2.454,3.894,3.22
17.108,1.721,3.171,1.586,3.103,2.425,3.043
18.382,1.646,4.006,1.687,3.354,3.118,3.129
17.732,1.435,1.768,1.645,2.538,2.925,3.414
21.554,1.927,3.394,1.998,4.374,1.66,1.872
17.775,1.987,4.65,1.898,3.819,1.954,1.523
13.897,1.137,2.03,1,1,3.649,4.054
18.306,1.803,3.233,1.708,3.386,1.967,2.623
16.759,1.512,2.648,1.645,2.912,2.087,2.409
20.096,1.937,3.554,1.999,3.865,2.102,1.503
16.79,1.342,2.25,1.407,1.964,2.881,3.553
18.695,1.908,3.045,1.995,4.07,1.697,1.108
16.905,1.358,2.506,1.624,2.648,3.375,3.149
18.333,1.812,2.865,1.798,4.049,1.331,2.117
17.109,1.408,3.588,1.496,2.512,3.048,3.81
