"y","x1","x2","x3","x4","x5","x6"
15.544,1.412,3.547,1.855,1.521,1.882,1.708
13.122,1.829,1.581,1.455,1.924,3.574,2.039
15.513,1.953,3.325,1.493,1.862,3.373,3.317
17.253,1.468,4.098,1.867,1.314,2.02,1.456
17.978,1.318,3.866,1.978,1.207,1.265,1.139
15.044,1.457,4.408,1.883,1.088,1.76,2.451
16.633,1.681,3.963,1.759,1.531,2.474,3.051
16.818,1.681,3.161,1.703,1.737,3.109,2.051
15.157,1.883,1.51,1.448,1.712,3.616,1.964
13.669,1.787,1.967,1.37,2.169,3.959,2.191
14.585,1.914,2.572,1.457,1.737,3.49,2.713
14.755,1.666,1.666,1.646,1.586,2.725,2.941
15.402,1.798,3.747,1.562,1.599,2.992,2.229
21.257,1.289,3.307,2.082,1.223,1.677,1.674
14.1,1.97,3.097,1.367,2.017,3.499,2.58
13.372,1.968,2.684,1.289,1.944,4,3.484
17.146,1.155,3.091,1.983,1.311,1.409,1.647
16.812,1.727,3.143,1.691,1.865,3.112,3.35
14.093,1.839,2.047,1.338,1.891,3.532,3.203
14.852,2.107,2.451,1.311,1.974,4.34,3.323
15.884,1.617,4.104,1.765,1.415,2.459,1.368
16.814,1.68,3.34,1.62,1.669,3.032,2.335
17.064,1.128,3.632,1.99,1.086,1.369,1.085
19.108,1.203,3.29,2.128,1.237,1.595,1.982
12.777,2.098,1.963,1.036,2.051,4.458,2.591
14.729,2.121,2.654,1.397,1.968,3.977,3.448
15.856,1.398,3.503,1.767,1.513,2.251,2.006
12.185,1.916,1.55,1.098,1.997,4.208,2.905
15.392,1.743,1.954,1.567,1.872,3.564,3.09
17.985,1.448,3.559,1.976,1.409,1.778,2.749
13.038,2.023,3.079,1.245,1.94,3.818,3.392
15.477,1.923,1.655,1.48,2.167,3.931,3.298
15.104,1.96,2.586,1.347,1.828,3.428,2.704
16.732,1.605,3.474,1.778,1.283,2.108,1.171
16.429,1.795,2.296,1.719,1.575,2.827,3.178
17.672,1.609,2.922,1.884,1.31,2.194,2.732
17.295,1.713,3.151,1.755,1.545,3.043,3.04
18.702,1.563,3.606,1.892,1.551,2.47,3.013
18.709,1.603,3.248,1.915,1.33,2.47,1.887
18.273,1.415,3.319,1.941,1.415,2.324,2.624
13.324,1.963,1.783,1.303,2.135,4.225,2.841
17.677,1.274,3.885,1.954,1.383,1.538,1.894
15.822,1.782,3.533,1.606,1.766,3.087,2.403
17.169,1.354,3.818,1.913,1.268,1.72,2.856
19.243,1.564,4.091,1.961,1.453,1.788,2.617
18.225,1.473,4.388,1.917,1.171,2.309,1.653
16.904,1.47,3.99,1.771,1.577,2.123,1.94
14.742,1.805,2.794,1.514,1.809,3.022,2.961
17.415,1.516,3.926,1.932,1.335,2.296,1.986
13.73,1.855,3.096,1.477,1.894,3.306,3.172
17.75,1.182,4.366,1.977,1.267,1.211,2.402
15.482,1.591,2.636,1.71,1.301,2.317,1.986
16.022,1.823,1.928,1.576,1.769,3.47,2.585
16.883,1.719,2.378,1.709,1.556,3.093,2.613
18.142,1.608,3.709,1.798,1.362,2.381,1.798
15.971,1.574,3.216,1.777,1.604,2.464,1.838
13.851,2.083,1.576,1.304,1.96,3.923,3.709
16.567,1.489,2.499,1.793,1.706,2.089,2.124
16.175,1.756,3.471,1.64,1.86,2.577,2.791
15.593,1.968,2.352,1.525,2.109,3.403,3.423
13.509,2.164,2.536,1.049,2.125,4.355,2.944
16.795,1.822,3.219,1.711,1.862,3.56,2.453
15.942,1.489,3.119,1.704,1.805,2.306,2.126
15.88,1.478,3.228,1.806,1.532,1.805,2.42
15.886,2.021,2.093,1.427,1.833,4.081,2.948
17.285,1.431,3.261,1.873,1.374,1.779,2.105
