y,x1,x2,x3,x4,x5,x6
6.738,1.000,1.873,1.182,1.127,1.001,1.676
9.165,1.286,1.961,1.011,1.126,1.088,1.725
11.295,1.370,1.878,1.260,1.543,1.466,1.672
10.345,1.233,1.902,1.159,1.421,1.173,1.784
10.681,1.371,1.990,1.295,1.320,1.025,1.718
10.697,1.422,1.849,1.257,1.384,1.321,1.776
9.110,1.116,1.669,1.263,1.617,1.534,1.714
8.941,1.167,1.841,1.263,1.205,1.532,1.704
8.830,1.103,1.906,1.383,1.433,1.611,1.713
10.821,1.307,1.690,1.350,1.811,1.574,1.704
11.098,1.425,1.564,1.563,1.921,1.803,1.762
10.363,1.322,2.187,0.511,1.271,1.208,1.745
11.001,1.436,1.951,1.326,1.062,1.000,1.734
9.107,1.099,1.694,1.023,1.813,1.610,1.700
10.480,1.245,1.898,1.338,0.097,1.507,1.752
10.752,1.319,1.658,1.580,1.947,1.508,1.699
10.608,1.462,1.650,1.436,1.826,1.531,1.757
10.389,1.492,1.739,1.576,1.751,1.440,1.724
9.793,1.129,1.576,1.180,1.713,1.826,1.673
10.831,1.497,1.955,1.090,1.816,1.324,1.703
12.074,1.528,1.876,1.339,1.738,1.705,1.766
9.001,1.192,1.896,1.278,1.550,1.151,1.639
10.505,1.393,1.828,1.161,1.719,1.357,1.638
9.076,1.207,1.761,1.034,1.693,1.706,1.652
9.309,1.134,1.492,1.802,1.921,1.753,1.643
10.836,1.365,1.784,1.293,1.788,1.467,1.693
10.675,1.418,1.850,1.514,1.669,1.305,1.720
10.031,1.292,1.866,1.082,1.784,1.505,1.647
10.010,1.365,1.777,1.267,1.892,1.346,1.725
11.261,1.458,1.945,1.315,1.474,1.475,1.666
9.553,1.158,1.716,1.432,1.716,1.678,1.721
9.857,1.395,1.830,1.536,1.601,1.256,1.640
9.265,1.398,1.910,1.418,1.070,1.071,1.671
11.321,1.383,1.744,1.250,1.564,1.817,1.641
10.691,1.470,1.890,1.813,1.223,1.425,1.707
10.956,1.354,1.865,1.394,1.164,1.631,1.644
10.225,1.391,1.780,1.199,1.713,1.584,1.715
10.675,1.340,1.768,1.458,2.113,1.674,1.676
10.857,1.329,1.612,1.412,1.950,2.249,1.611
9.782,1.353,1.699,1.180,2.023,1.526,1.668
8.095,1.289,1.700,1.759,1.835,1.907,1.675
10.279,1.388,1.941,1.245,1.245,1.292,1.650
9.930,1.338,1.839,1.288,1.473,1.392,1.671
9.241,1.209,1.743,1.591,1.477,1.904,1.583
9.200,1.289,1.658,1.174,2.050,1.681,1.640
11.314,1.523,1.660,1.629,2.089,1.679,1.636
11.367,1.495,1.806,1.895,1.905,1.493,1.762
9.479,1.325,1.559,1.617,1.766,2.002,1.730
11.130,1.495,1.829,1.599,1.352,1.416,1.697
10.633,1.211,1.750,1.386,1.369,2.090,1.709
9.794,1.367,1.887,1.178,1.425,1.561,1.659
10.116,1.430,1.676,1.550,1.916,1.554,1.629
11.491,1.412,1.748,1.707,1.408,1.927,1.652
10.737,1.352,1.857,1.735,2.024,1.740,1.677
10.584,1.319,1.815,1.322,2.040,1.999,1.569
10.073,1.386,1.922,1.108,1.793,1.721,1.603
11.458,1.474,1.632,1.831,2.170,2.018,1.613
11.315,1.536,1.876,1.383,1.543,1.668,1.678
10.273,1.316,1.481,1.828,2.358,1.998,1.565
11.763,1.439,1.840,1.459,1.529,1.961,1.666
12.383,1.609,1.676,1.444,1.664,1.879,1.652
10.358,1.364,1.618,2.151,1.930,2.128,1.617
11.050,1.571,1.633,1.786,2.327,1.615,1.644
11.872,1.616,1.737,1.672,1.469,1.692,1.689
12.375,1.599,1.721,1.232,1.896,2.180,1.732
11.328,1.335,1.787,1.050,2.261,2.034,1.613
8.000,1.234,1.625,1.684,2.075,2.058,1.603
10.782,1.479,1.874,1.293,1.883,1.790,1.675
10.962,1.446,1.727,1.194,1.923,1.894,1.618
10.907,1.410,1.718,1.498,2.117,1.788,1.598
11.057,1.441,1.562,1.687,1.977,1.638,1.676
10.435,1.481,1.552,1.556,1.885,2.066,1.619
12.402,1.528,1.689,1.660,2.117,1.782,1.581
11.168,1.560,1.629,1.522,2.150,1.993,1.589
10.788,1.611,1.768,1.476,2.443,1.586,1.559
11.456,1.380,1.679,1.679,1.899,2.051,1.519
12.117,1.645,1.741,1.431,2.019,2.077,1.672
11.209,1.637,1.660,1.702,1.995,2.064,1.572
11.872,1.500,1.692,1.322,2.344,2.038,1.547
12.503,1.471,1.832,1.019,1.977,1.981,1.558
10.472,1.416,1.810,1.407,1.966,2.212,1.572
11.145,1.492,1.623,1.264,2.525,1.972,1.555
11.496,1.538,1.717,1.433,2.112,1.961,1.624
12.036,1.508,1.718,1.457,1.956,2.107,1.612
12.763,1.584,1.512,1.531,2.546,2.302,1.593
13.269,1.644,1.770,1.424,1.963,1.851,1.555
11.805,1.483,1.692,1.985,2.337,2.115,1.652
11.767,1.513,1.785,1.215,1.945,1.708,1.640
12.025,1.552,1.547,2.061,2.070,2.228,1.570
12.949,1.653,1.650,1.774,2.159,1.790,1.601
11.673,1.602,1.638,1.681,2.000,1.878,1.600
11.985,1.558,1.863,1.406,2.177,1.593,1.511
13.378,1.645,1.765,1.519,2.392,2.049,1.588
11.085,1.353,1.361,2.149,2.352,2.510,1.620
12.908,1.683,1.715,1.690,2.559,1.718,1.505
12.763,1.692,1.912,1.626,1.955,1.921,1.561
11.813,1.532,1.626,1.861,2.490,2.101,1.577
11.569,1.532,1.753,1.358,1.624,2.047,1.632
11.735,1.357,1.662,1.653,2.002,2.285,1.548
12.199,1.524,1.677,1.652,2.486,1.753,1.474
13.674,1.536,1.632,1.559,2.473,2.466,1.516
13.396,1.565,1.586,1.456,2.436,2.393,1.454
13.337,1.502,1.627,1.855,2.181,2.311,1.626
11.636,1.506,1.606,1.540,2.493,2.119,1.551
11.662,1.441,1.694,1.759,2.226,2.276,1.519
13.814,1.708,1.739,1.707,2.038,2.203,1.584
11.535,1.539,1.705,1.306,2.329,2.026,1.586
13.106,1.591,1.486,1.715,2.554,2.510,1.547
13.039,1.522,1.681,1.781,2.086,2.418,1.569
11.803,1.520,1.474,1.560,2.326,2.442,1.583
12.530,1.511,1.651,1.992,2.674,2.513,1.567
12.325,1.586,1.644,1.679,2.653,2.356,1.555
13.478,1.661,1.536,2.014,2.809,2.374,1.442
12.464,1.537,1.796,2.198,2.046,2.333,1.498
11.705,1.500,1.703,1.690,2.053,2.168,1.597
12.876,1.632,1.703,1.769,2.559,2.729,1.535
12.817,1.541,1.635,1.823,2.199,2.330,1.563
12.459,1.560,1.495,1.926,2.330,2.536,1.602
12.751,1.581,1.760,1.315,2.584,2.234,1.480
13.254,1.726,1.820,1.468,2.308,2.142,1.532
12.259,1.524,1.625,1.781,2.242,2.376,1.438
12.348,1.487,1.392,1.732,2.365,2.772,1.597
13.536,1.616,1.622,1.486,2.406,2.597,1.371
12.326,1.573,1.584,1.573,2.366,2.217,1.560
12.081,1.557,1.768,1.851,2.199,2.207,1.457
12.892,1.574,1.746,1.619,2.282,2.107,1.518
