y,x1,x2,x3,x4,x5,x6
16.352,0.771,0.256,2.022,1.287,1.783,0.351
16.143,0.659,0.348,2.138,1.317,1.752,1.152
11.419,0.772,0.232,2.108,1.000,1.259,1.599
16.417,0.605,0.249,2.019,1.494,2.521,1.704
16.207,0.700,0.251,1.986,1.579,2.125,2.100
15.654,0.624,0.314,2.099,1.002,2.720,1.916
15.716,0.580,0.266,2.083,1.250,2.044,1.782
14.983,0.644,0.290,2.073,1.222,1.864,1.676
15.996,1.000,0.240,2.072,1.747,0.361,1.024
15.430,0.973,0.347,2.131,1.649,1.175,1.065
17.860,0.722,0.243,2.000,1.759,1.913,1.676
16.219,0.812,0.259,1.902,1.919,1.755,1.764
15.808,0.535,0.251,1.979,1.261,2.822,1.635
16.834,0.750,0.328,2.063,1.904,1.694,1.308
16.110,0.768,0.266,1.947,1.951,2.393,1.755
14.983,0.826,0.320,2.135,1.418,1.075,1.764
16.814,0.680,0.319,2.065,1.590,2.225,1.761
17.584,0.611,0.329,2.044,1.472,2.352,1.243
17.394,0.776,0.233,2.057,1.405,1.446,1.860
16.544,0.734,0.275,2.017,1.652,1.392,1.698
15.754,0.949,0.316,2.108,1.646,1.436,1.288
13.272,0.656,0.229,2.037,1.230,1.861,1.885
17.611,0.636,0.273,1.955,1.857,2.498,1.543
15.683,0.905,0.209,2.029,2.048,1.129,1.196
16.935,0.561,0.333,2.025,1.545,2.627,2.238
16.184,0.615,0.275,2.014,1.208,2.828,1.395
16.184,0.774,0.375,2.040,1.651,2.109,1.920
15.125,0.513,0.279,2.012,1.150,2.330,2.023
14.782,0.817,0.231,2.083,1.284,1.062,1.498
15.581,0.459,0.279,1.950,1.363,2.596,1.603
16.884,0.797,0.369,2.075,1.561,1.455,1.778
15.511,0.664,0.283,2.050,1.427,1.338,1.769
18.192,0.828,0.277,1.970,1.995,1.564,2.049
15.471,0.607,0.297,2.035,1.469,2.954,2.141
16.303,0.632,0.230,1.944,1.451,1.311,2.227
16.308,0.616,0.361,2.037,1.916,2.398,1.591
17.268,0.488,0.278,1.930,1.188,2.919,2.322
17.452,0.771,0.350,2.085,1.985,1.523,1.442
17.099,0.638,0.242,1.913,2.279,2.518,1.523
17.469,0.721,0.230,1.881,2.166,1.237,1.535
17.133,0.565,0.279,1.920,1.868,1.835,1.875
17.997,0.502,0.329,1.999,1.853,2.539,1.496
16.132,0.584,0.269,1.948,1.875,1.818,1.401
16.244,0.549,0.299,1.927,1.653,2.431,2.098
16.694,0.647,0.413,2.028,1.998,2.245,1.691
16.963,0.518,0.229,1.886,1.515,1.925,2.138
18.082,0.453,0.372,1.978,1.476,3.185,2.178
17.500,0.487,0.263,1.881,2.004,2.795,2.105
15.695,0.568,0.311,2.055,1.483,2.353,1.900
17.103,0.726,0.324,2.035,1.935,1.298,2.171
17.679,0.493,0.257,1.908,1.699,1.888,2.140
16.160,0.556,0.258,2.042,1.413,2.046,1.799
16.072,0.714,0.357,2.090,1.713,1.963,1.622
18.013,0.504,0.281,1.953,1.800,2.632,1.522
17.414,0.593,0.251,2.058,1.748,1.433,2.163
16.961,0.562,0.275,2.060,1.498,2.056,2.493
17.652,0.484,0.286,1.965,1.718,2.524,2.245
16.716,0.498,0.297,1.877,1.954,2.779,2.018
19.375,0.488,0.246,1.903,2.090,2.011,1.797
18.349,0.480,0.257,1.864,1.647,1.874,2.421
18.967,0.449,0.309,1.874,1.882,3.055,1.681
17.520,0.572,0.344,2.034,1.444,1.524,1.641
19.174,0.508,0.271,1.824,2.275,2.683,2.020
18.440,0.436,0.316,1.811,2.236,3.048,1.880
17.855,0.510,0.357,2.022,1.576,2.283,1.641
17.968,0.425,0.340,1.912,1.663,3.127,2.655
18.219,0.469,0.266,1.945,1.746,2.277,1.966
17.563,0.544,0.305,1.868,2.150,2.408,1.827
19.394,0.504,0.342,1.861,2.386,3.091,2.324
17.724,0.637,0.263,1.858,2.347,2.091,2.600
18.302,0.601,0.376,1.958,2.127,1.924,1.817
19.412,0.645,0.248,1.991,2.225,1.621,1.935
