"","x","y"
"1",29.3,34076123.59
"2",14.85,1965508.91
"3",43.96,104684007.19
"4",53.7,154720440.83
"5",4.31,11563.88
"6",22.51,6191873.52
"7",40.81,113156066.15
"8",29.26,34847561.08
"9",26.15,14074075.63
"10",19.57,6054232.12
"11",44.81,684549037.45
"12",41.69,82690658.16
"13",12.48,565999.95
"14",23.25,6612052.73
"15",13.25,1260381.32
"16",19.57,5417797.91
"17",46.53,165107075.34
"18",34.35,49215010.15
"19",31.21,37421039.02
"20",17.84,3819406.93
"21",17.44,3240536.39
"22",47.97,170350817.3
"23",18.5,5550356.4
"24",10.25,353197.05
"25",31.52,21667038.33
"26",39.02,63078577.06
"27",14.66,1185373.35
"28",38.51,63320041.8
"29",45.05,149162971.84
"30",16.61,1622375.85
"31",41.91,104374643.8
"32",47.25,219303713.79
"33",19.14,5080553.57
"34",25.09,17109998.7
"35",40.17,115771948.07
"36",37.74,42949907.2
"37",43.04,134046969.6
"38",40.01,93854982.48
"39",13.98,1393500.38
"40",55.72,275819694.09
"41",29.17,31332389.92
"42",41.62,104730506.03
"43",27.82,18042487.02
"44",45.76,128650107.47
"45",44.74,113202910
"46",32.26,34621625.98
"47",38.27,48335896.63
"48",33.45,32205431.68
"49",21.26,3816038.32
"50",48.3,174598441.56
"51",42.73,146249665.89
"52",11.85,745189.25
"53",21.64,9340619.61
"54",31.16,28446490.64
"55",34.75,87952437.86
"56",23.94,11061593.54
"57",22.64,6409627.94
"58",48,153748107.19
"59",32.06,32381658.54
"60",31.4,36511654.72
"61",17.84,2469327.79
"62",44.62,158809970.61
"63",28.76,16904386.83
"64",24.22,12074558.33
"65",49.45,79979234.1
"66",27.99,21057895.72
"67",44.04,128609988.75
"68",25.43,10235501.88
"69",46.97,104287959.43
"70",17.21,2496974.49
"71",30.15,18777982.27
"72",16.73,4835953.37
"73",47.17,228600234.74
"74",23.35,18584555.53
"75",26.55,9445513.02
"76",55.58,486206638.25
"77",10.95,420276.47
"78",43.72,114481347.1
"79",26.79,3755554.06
"80",25.76,9127283.52
"81",16.04,2651572.76
"82",36.93,132927186.34
"83",33.58,42183183.05
"84",27.42,22307346.08
"85",32.02,45091089.19
"86",46.44,133631283.99
"87",48.73,219466264.19
"88",11.51,643679.8
"89",24.95,17285200.22
"90",37.23,41523373.99
"91",10.43,486637.1
"92",19.38,5357796.43
"93",24.59,10259976.52
"94",47.86,94194971.71
"95",35.34,51350909.68
"96",44.35,94966686.21
"97",42.75,143236641.81
"98",24.29,10752743.12
"99",4.74,15230.05
"100",3.92,8886.68
"101",22.6,7483273.01
"102",10.43,442394.44
"103",21.25,4516565.84
"104",38.09,78522880.98
"105",37.16,95034047.43
"106",30.53,27232137.65
"107",20.97,5911332.15
"108",22.17,102691190.07
"109",23.42,10741790.06
"110",37.14,68479683.7
"111",44.16,141936343.37
"112",26.33,13781537.86
"113",38.6,78314898.06
"114",20.61,3841361.34
"115",41.29,66341092.18
