"","x","y"
"1",35.98,1248277.28
"2",37.09,2639032.02
"3",15.14,46568.73
"4",33.5,612357.77
"5",17.44,45308.15
"6",25.07,302634.81
"7",67.42,6314689.13
"8",25.6,336831.5
"9",67.06,5548947.22
"10",36.47,6499077.46
"11",42.19,1877417.35
"12",20.62,110236.06
"13",55.54,3477066.16
"14",43.26,2543322.28
"15",58.17,7789011.57
"16",17.76,97385.61
"17",25.4,246628.13
"18",52.3,6961329.88
"19",43.34,1556139.28
"20",29.14,249488.46
"21",43.19,899289.37
"22",26.25,146379.84
"23",34.36,1244289.06
"24",29.12,16054.72
"25",37.46,1093655.06
"26",48.4,3321209.9
"27",42.78,1686938.04
"28",64.59,11242952.18
"29",17.44,161798.55
"30",33.28,797023.08
"31",32.75,454308.11
"32",49.59,2400541.46
"33",36.93,1234145.99
"34",22.04,236373.6
"35",53.5,2434921.08
"36",46.38,2848110.97
"37",37.91,630482.94
"38",22.96,307762.38
"39",47.19,2951500.54
"40",18.15,174430.83
"41",27.99,401036.19
"42",51.87,1739036.33
"43",28.97,754944.7
"44",18.36,28484.38
"45",13.93,43455.69
"46",34.28,957499.81
"47",50.99,2973938.81
"48",15.22,96020.02
"49",50.03,2113161.2
"50",30.87,548694.19
"51",36.32,751873.59
"52",57.85,2541339.83
"53",54.56,3190478.69
"54",28.41,303701.02
"55",30.76,306240.33
"56",34.62,1079456.17
"57",16.14,57659.46
"58",23.6,274483.37
"59",55.91,5116261.27
"60",14.16,32748.88
"61",33.83,585457.61
"62",32.8,488922.61
"63",38.6,11291.53
"64",36.97,1322422.42
"65",18.4,65519.4
"66",45.69,2590436.21
"67",33.58,1161943.92
"68",59.08,4541911.3
"69",54.44,2950312.29
"70",19.66,132572.02
"71",27.3,178975.19
"72",15.05,26134.23
"73",68.52,5463286.32
"74",11.08,21508.44
"75",12.99,42057.96
"76",27.03,556847.92
"77",34.49,1040324.2
"78",27.76,267343.71
"79",25.21,222122.13
"80",46.25,1481466.02
"81",67.06,5727267.07
"82",43.45,1269209.65
"83",30.53,434154.96
"84",42.72,2663786.77
"85",59.18,4757281.22
"86",46.09,2785003.36
"87",27.7,424197.18
"88",44.81,2682805.9
"89",37.23,622935.94
"90",11.54,15761.61
"91",28.3,137701.6
"92",38.99,1458972.78
"93",27.73,359882.48
"94",17.49,46236.7
"95",25.56,110356.01
"96",21.94,207562.98
"97",49.97,1640929.91
"98",32.57,537401.36
"99",39,750399.35
"100",25.56,425386.81
"101",57.05,3061243.36
"102",54.44,324626.62
"103",47.77,1936309.43
"104",39,803661.69
"105",49.43,2344732.01
"106",32.87,1167840.53
"107",37.9,4121306.15
"108",33.34,1180852.16
"109",51.61,3027308.61
"110",51.1,6667323.08
"111",21.98,116484.48
