"","x","y"
"1",15.03,142.98
"2",16.32,173.7
"3",12.05,78.86
"4",16.43,204.67
"5",19.93,327.07
"6",11.57,63.64
"7",20.79,823.13
"8",7.35,21.72
"9",16.54,201.06
"10",23.46,830.08
"11",16.59,174.38
"12",17.57,118.42
"13",13.78,103.74
"14",25.12,1149.3
"15",29.19,2679.85
"16",20.51,498.04
"17",28.89,3646.84
"18",28.92,4993.32
"19",23.21,658.86
"20",20.14,262.94
"21",13.51,116.08
"22",19.93,296.57
"23",21.47,651.93
"24",27.5,1031.52
"25",18.75,374.56
"26",18.48,225.89
"27",20.95,401.94
"28",10.43,51.86
"29",19.88,315.23
"30",24.1,1432.65
"31",21.76,486.96
"32",11.33,109.64
"33",25.78,1111.16
"34",25,659.43
"35",10.1,41.31
"36",27.02,1320.85
"37",20.26,347.91
"38",12.53,140.47
"39",25.53,1262.56
"40",32.32,8075.44
"41",28.6,2315.19
"42",25.79,1271.48
"43",33.11,17856.88
"44",22.39,626.26
"45",22.79,752.09
"46",22.82,539.82
"47",12.13,65.01
"48",28.67,2127.09
"49",22.92,469.78
"50",27.83,1704.89
"51",11.61,69.24
"52",20.53,558.42
"53",13.06,70.03
"54",7.49,55.71
"55",27.08,2417.06
"56",14.41,79.17
"57",28.28,2547.2
"58",10.18,68.82
"59",26.96,1536.59
"60",21.7,602
"61",15.05,237.07
"62",28.67,2532.11
"63",11.59,65.99
"64",10.76,59.58
"65",29.23,1341.79
"66",29.98,914.65
"67",25.63,1217.41
"68",17.58,272.44
"69",25.29,928.04
"70",21.17,701.51
"71",12.8,74.98
"72",18.74,326.14
"73",21.17,585.03
"74",14.8,134.62
"75",18.74,458.83
"76",28.47,1815.39
"77",27.08,1614.52
"78",23.44,675.8
"79",18.89,336.13
"80",20.64,247.58
"81",27.79,1421.44
"82",15.29,137.41
"83",13.67,116
"84",17.16,312.47
"85",14.41,123.73
"86",15.62,105.58
"87",10.1,72.34
"88",28.44,1461.51
"89",26.68,2175.01
"90",12.28,113.8
"91",21.8,524.66
"92",28.38,1425.47
"93",10.98,52.32
"94",21.71,644.65
"95",29.41,711.78
"96",29.94,1864.98
"97",27.86,1390.72
"98",26.34,1375.73
"99",18.8,237.69
"100",27.84,1615.5
"101",21.67,322.13
"102",29.3,2802.99
"103",18.68,277.82
"104",27.65,1560.38
"105",6.54,15.79
"106",26.74,2295.64
"107",16.5,186.24
"108",32.37,5939.67
"109",28.94,1646.55
"110",24.66,518.44
"111",19.37,150.97
"112",29.44,2993.89
"113",11.91,70.18
"114",24.24,623.48
"115",16.8,174.59
"116",19.75,394.21
"117",26.9,1369.65
