"","x","y"
"1",15.25,1112.27
"2",18.48,1464.19
"3",23.07,4537.39
"4",26.66,4631.9
"5",11.55,483.55
"6",26.38,4812.42
"7",27.29,3563.43
"8",28.81,6428.29
"9",19.7,1898.25
"10",19.51,1536.05
"11",27.81,6774.91
"12",23.96,3300.74
"13",21.47,4825.14
"14",29.26,6768.99
"15",14.1,792.74
"16",24.17,3367.75
"17",12.02,1339.65
"18",23.65,5172.01
"19",21.18,2423.08
"20",16.6,1262.55
"21",23.67,3708.75
"22",21.39,2778.96
"23",22.04,2605.9
"24",23.08,1921.33
"25",7.78,199.86
"26",32.98,12461.37
"27",15.43,974.5
"28",17.09,1309.29
"29",12.69,609.11
"30",22.73,5102.75
"31",26.13,5183.15
"32",10.43,387.78
"33",17.63,1159.97
"34",20.87,3339.15
"35",17.55,1376
"36",11.65,893.86
"37",19.37,1848.25
"38",10.21,563.5
"39",27.69,6554.32
"40",28.76,7278.3
"41",6.64,276.56
"42",16.81,1237.07
"43",12.52,488.14
"44",21.67,4119.64
"45",32.42,9194.31
"46",21.49,1775.07
"47",16.69,1384.42
"48",18.15,2199.09
"49",10.43,5400.42
"50",19.46,1199.59
"51",22.56,2387.18
"52",29.91,7877.17
"53",13.2,1057.92
"54",21.45,1771.84
"55",17.98,2358.73
"56",13.98,855.26
"57",28.08,8888.32
"58",12.03,567.49
"59",22.84,1594.33
"60",28.18,6743.6
"61",11.15,643.14
"62",26.33,6206.46
"63",18.89,1964.98
"64",27.7,6575.41
"65",25.95,5799.77
"66",22.12,2402.72
"67",32.31,12029.09
"68",7.15,1001.94
"69",28.73,13348.45
"70",20.45,1772.01
"71",21.99,3109.62
"72",11.37,863.86
"73",16.32,1939.79
"74",20.68,3126.51
"75",13.24,656.08
"76",18.38,1101.65
"77",12.2,1376.16
"78",17.14,1082.43
"79",12.35,858.79
"80",18.59,1699.34
"81",28.68,9719.57
"82",16.87,2216.85
"83",27.37,7795.32
"84",17.37,1328.11
"85",13.47,652.55
"86",14.89,1359.16
"87",15.96,2376.77
"88",13.37,661.98
"89",10.65,451.23
"90",16.64,1736.81
"91",13.67,1064.16
"92",27.03,3922.96
"93",10.63,437.25
"94",27.86,7757.15
